CommitID,FileNum,TotalAddLines,TotalDeleteLines,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NDVE,NUC,AGE,NS,ND,Entropy ,LT,EXP,REXP
,,,,tez-runtime-library/src/test/java/org/apache/tez/runtime/library/common/TestInputIdentifiers.java,44,0,0,,,,,,,,,,,
351a610589ef6f47bf00937c7f3289f4c4c1a204,29,467,254,tez-api/src/main/java/org/apache/tez/common/counters/TaskCounter.java,123,28,66,0,0,1,29,162,3,18,3.949925777,11643,199,9
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/input/MRInput.java,5,43,584,,,,,,,,,,,
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/output/MROutput.java,1,53,365,,,,,,,,,,,
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/processor/MRTask.java,2,7,602,,,,,,,,,,,
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/processor/map/MapProcessor.java,0,13,400,,,,,,,,,,,
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/processor/reduce/ReduceProcessor.java,0,11,367,,,,,,,,,,,
,,,,tez-mapreduce/src/test/java/org/apache/tez/mapreduce/processor/map/TestMapProcessor.java,1,1,245,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/broadcast/input/BroadcastKVReader.java,11,2,188,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/broadcast/input/BroadcastShuffleManager.java,38,6,708,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/broadcast/output/FileBasedKVWriter.java,24,3,163,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/ValuesIterator.java,2,0,194,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/localshuffle/LocalShuffle.java,1,1,137,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/Fetcher.java,3,1,654,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/InMemoryReader.java,1,1,156,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/InMemoryWriter.java,3,1,100,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/MergeManager.java,60,16,873,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/Shuffle.java,15,6,305,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/ShuffleScheduler.java,21,4,521,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/sort/impl/ExternalSorter.java,31,10,245,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/sort/impl/IFile.java,36,10,565,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/sort/impl/PipelinedSorter.java,5,3,932,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/sort/impl/TezMerger.java,44,20,826,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/sort/impl/dflt/DefaultSorter.java,26,6,1104,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/input/ShuffledMergedInput.java,1,1,245,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/input/ShuffledUnorderedKVInput.java,5,1,149,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/output/OnFileSortedOutput.java,1,1,151,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/shuffle/common/Fetcher.java,1,1,562,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/shuffle/common/FetcherCallback.java,3,1,31,,,,,,,,,,,
,,,,tez-runtime-library/src/test/java/org/apache/tez/runtime/library/common/sort/impl/TestIFile.java,3,3,205,,,,,,,,,,,
0df108154743ff689e3ba4ff2671e6c809eeb660,7,188,108,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/broadcast/input/BroadcastShuffleInputEventHandler.java,6,3,151,1,0,1,15,51,1,6,2.069991156,1524,200,10
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/readers/ShuffledUnorderedKVReader.java,6,5,197,,,,,,,,,,,
