CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NMC,NIR,a2a
a03a33b200c6ac543059f89f8d1cccae9ff06d4c,1,70,13,57,0,0,0,3,7,3,1,1,0,678,228,21,58,53,5,4987,4623,364,19,16,3,1,100
3a305a9eed46b087d4cc3679783b7c49ec67d3c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,22,0,0,0,0,0,0,0,0,0,1,100
e144a129341840d0ec4f0bed1bd0cb920d41844d,1,18,0,18,0,0,0,1,2,3,1,1,0,29,230,23,0,0,0,70,70,0,0,0,0,1,100
d1f417afbab7c7b58833a588f8eff72f4bf8ce1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,24,0,0,0,0,0,0,0,0,0,0,100
fe031a7a00055673d8b0aa109013e63c5d1386aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,25,0,0,0,0,0,0,0,0,0,0,100
762c9cef8863eb48404ecf3ecc4ef08792bec525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,23,0,0,0,0,0,0,0,0,0,0,100
145c730c8d1cea863185b2a3354b19f2ab21addd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,24,0,0,0,0,0,0,0,0,0,0,100
762c9cef8863eb48404ecf3ecc4ef08792bec525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,23,0,0,0,0,0,0,0,0,0,0,100
145c730c8d1cea863185b2a3354b19f2ab21addd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,24,0,0,0,0,0,0,0,0,0,0,100
a062271bef2b592864f4467957241ad26cfcb8a6,10,326,73,253,0,0,0,1,121,59,4,7,2.495837957,7061,203,14,735,696,39,42790,41585,1205,288,270,18,1,97.27473607
e94f22723ada8e00edfd98606a5cac4a19446dee,6,10,10,0,0,0,0,2,13,65,3,5,2.521928095,1576,204,15,80,80,0,7094,7094,0,45,45,0,1,100
2e7086a004720624ba335a9b94b99629ec116456,2,9,11,2,0,0,0,4,72,16,2,2,0.721928095,1052,169,0,115,117,2,6137,6129,8,26,27,1,1,100
b2f85fe24968ca8ca5d73881ad812cb102908c8f,3,62,0,62,0,0,0,4,122,21,1,2,1.469064052,5937,205,16,710,702,8,34218,33852,366,205,203,2,1,100
e23c24bfed9caa3be4f048ab9f13c33d7da046b8,1,16,8,8,0,0,0,3,8,21,1,1,0,260,170,1,11,8,3,2216,2262,46,7,7,0,1,100
3a3185596327cbf493eb177f094153a98a8af790,3,15,2,13,0,0,0,5,123,27,1,2,1.159554752,4792,206,15,639,636,3,25470,25419,51,175,173,2,1,100
f40fb93f5ed75610ca6051c7c1001db5fd93537d,2,24,4,20,0,0,0,3,55,64,1,2,0.811278124,3139,171,2,340,339,1,18891,18744,147,95,95,0,1,100
9377f37499f025af37f9d2fad693146765d2d0b5,2,11,12,1,0,0,0,2,2,16,2,2,0.666578358,185,207,14,22,22,0,987,989,2,8,8,0,1,100
d41819695864661af6be1f6bbd5d9723cc64d4f5,3,178,79,99,0,0,0,3,91,9,2,3,1.350983842,2721,208,12,369,352,17,16641,15967,674,136,127,9,1,100
f8f5411ea0c17496090b65562f3b4b2da48cd059,1,4,0,4,0,0,0,6,92,0,1,1,0,1963,209,13,298,298,0,10913,10887,26,108,108,0,1,100
a6cd1820cbf0bd72d1cad8f386bda7a62593cbba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,14,0,0,0,0,0,0,0,0,0,1,100
c76ef84b825a38df01082df86dbe8642ecfd6269,2,108,19,89,0,0,0,5,124,36,1,2,0.369147641,3345,211,14,480,470,10,18826,18382,444,125,122,3,1,100
d53947509326f2d0ec18a533b8444742cd14e105,2,71,14,57,0,0,0,4,125,4,1,2,0.970950594,5777,172,3,592,589,3,34833,34439,394,202,200,2,1,100
ce6441841bc686c17746c144595c1ef3c77b3d46,1,1,1,0,0,0,0,1,1,0,1,1,0,58,212,15,4,4,0,222,222,0,2,2,0,1,99.90619137
159e346ce8e8ec82ef386e792c20efc0e44bfc25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,15,0,0,0,0,0,0,0,0,0,0,100
b555939a791da5daab8d9f4959b67f707ed1fab8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,16,0,0,0,0,0,0,0,0,0,0,100
de4cbd6c6f98789c5831f9888dcd4901fc25399a,3,18,14,4,0,0,0,1,50,55,3,3,1.198192411,2598,173,4,203,203,0,12555,12555,0,78,78,0,1,100
e71a9ad281714deed573b14ae3d25ea75539a1c2,2,4,10,6,0,0,0,3,37,32,2,2,0.749595257,1837,213,14,170,170,0,9856,9921,65,59,59,0,1,100
1ee92e32c43ad4fd0f1a88a5e9622b838de4170a,2,9,6,3,0,0,0,3,14,44,1,1,0.918295834,1257,174,5,148,147,1,6391,6375,16,42,42,0,1,100
b8fef84177bd8b339e4d96f8ee2fd60a79830639,1,35,20,15,0,0,0,4,51,3,1,1,0,1462,214,14,170,168,2,7215,7104,111,52,52,0,1,100
ffe6455c26fdbef047726e69c072e25b167c10d5,1,7,2,5,0,0,0,5,126,15,1,1,0,3403,215,13,477,477,0,18885,18855,30,121,121,0,1,100
2e91bdeb00d91eb1d6ed4879ebb5f7fee6cf61b6,3,38,16,22,0,0,0,3,60,93,2,3,1.27202368,3207,216,14,230,228,2,17665,17581,84,128,126,2,1,100
5f58ecad2eea60e21ded81d586d60d7fe678588b,3,417,1,416,2,0,2,3,8,12,1,2,1.033595948,480,175,6,48,10,38,6837,4171,2666,14,3,11,1,95.05208333
0ecf1d13672aa4d58a106e1258c16f24a2b59af1,1,2,0,2,0,0,0,2,6,45,1,1,0,859,234,10,99,99,0,3973,3961,12,48,48,0,1,100
a786e41a3c0a164c649ef4922ebbc5a5f3d59201,7,41,24,17,0,0,0,1,16,141,2,4,2.48946387,2529,176,7,293,291,2,12944,12818,126,108,106,2,1,100
150ebd3c7934339f31a7b24012ece8e171e1f993,3,9,3,6,0,0,0,2,17,17,1,2,1.5,884,235,10,103,102,1,5033,5017,16,42,42,0,1,100
1624e1f119f5d24c674c74fd82dc254c966a43d6,7,57,40,17,0,0,0,4,127,58,2,4,2.416315628,8553,177,8,893,891,2,45913,45913,0,353,349,4,1,97.92293799
dbbb7a217be4a26e71b8e410aa66796c5c3096f1,5,37,30,7,0,0,0,3,62,70,1,4,2.275003058,4260,178,9,265,260,5,25163,25063,100,151,152,1,1,100
de87def6b5f577b49c3fa2e1aaddeb29dece777c,5,204,112,92,0,0,0,3,23,238,2,4,2.096596244,1719,179,10,215,203,12,10670,10149,521,58,51,7,1,99.87604586
98fd541b31dae3c5a3ec748c7d6ebe4329cd0769,6,507,13,494,3,0,3,3,56,20,1,2,1.6276397,2882,236,4,469,423,46,15897,13486,2411,205,173,32,1,99.72170686
6e07f0388b4a99a7d921ea697fb0c6cad2cea674,20,416,298,118,3,0,3,2,25,70,6,10,4.027637278,4813,180,10,433,425,8,25123,24897,226,190,189,1,1,95.70883662
0c324736bbcfa3d945cf9063426f0b04c50fcbf4,20,298,416,118,0,3,3,2,26,0,6,10,4.027637278,4931,181,11,425,433,8,24897,25123,226,189,190,1,1,95.70883662
7083f0119e48de342fad8ac1173ae18366ddd801,18,350,294,56,3,0,3,2,27,0,6,8,3.873905624,3735,182,12,348,348,0,20704,20721,17,176,176,0,1,95.70883662
36e940c6ff10f36df66072eb16393c9bbdd8e275,2,69,7,62,0,0,0,3,23,0,2,2,0.74248757,1078,183,13,85,77,8,4419,4176,243,14,13,1,2,100
6b1871970a4cd21ae5ad96f2e0c60d922066aa53,7,474,154,320,1,0,1,2,19,24,1,5,2.202454654,3168,237,5,408,350,58,17043,15679,1364,123,108,15,1,99.86898133
d775daaee0743730df70b2a5e9bb6e30d03c4171,6,124,8,116,1,0,1,2,93,32,3,4,1.83828512,3484,217,9,449,438,11,20695,20061,634,159,155,4,1,97.53542822
b069b98c52d7cbf054f8c8e82227b1b6a021a8a6,4,24,5,19,0,0,0,2,28,258,1,3,1.698570342,977,238,6,121,117,4,4937,4857,80,64,60,4,1,100
b506bb9149b3d1da74c14f825b99ab5dea7c7639,2,244,0,244,1,0,1,1,20,8,1,1,0.187771623,279,239,5,62,27,35,2316,1287,1029,31,12,19,1,100
