NMF,LC,NAD, NUC, NMS, NMD, Entropy ,MLMF,CFC,NCC,NMC,a2a
5,343,4,23,1,2,2.031136782,105,22,1759,12,99.43181818
3,17,0,60,1,2,1.441166544,1403,2,133,2,96.10058309
2,3,0,2,1,2,0.985228136,167,0,21,0,100
0,0,0,0,0,0,0,0,0,0,0,100
7,139,1,69,1,5,2.54921066,3632,11,732,7,99.933687
3,3,0,11,1,1,1.584962501,275,0,0,0,100
1,2,0,70,1,1,0,1449,1,10,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,6,0,13,1,1,0,555,1,21,0,100
1,63,0,14,1,1,0,561,10,271,3,100
7,141,0,61,1,7,2.096629821,3337,16,785,16,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,4,0,10,1,2,1,602,0,0,0,100
1,15,0,15,1,1,0,624,1,16,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,1872,0,11,1,3,0.775191447,1683,202,9745,194,99.90056347
1,0,0,3,1,1,0,60,0,0,0,100
3,132,2,24,1,2,0.954042522,107,14,554,7,99.83449189
3,32,0,6,1,3,1.08622182,593,6,185,0,100
0,0,0,0,0,0,0,0,0,0,0,100
17,626,7,71,1,4,3.562157613,4193,58,2650,30,93.25337331
23,271,0,62,1,8,3.998639397,4492,32,1479,21,93.15181518
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,6,0,10,1,2,0.74248757,2754,1,33,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,5,1,1,0,184,0,0,0,100
7,902,6,5,1,2,2.483065282,88,73,3922,49,98.53889128
0,0,0,0,0,0,0,0,0,0,0,100
2,99,0,76,1,2,0.721928095,2407,35,547,6,100
1,0,0,2,1,1,0,218,0,4,0,100
2,18,0,52,1,2,0.439496987,1364,4,150,1,100
2,6,0,64,1,2,0.99107606,1134,5,54,0,100
3,18,0,65,1,3,1.44064545,1523,7,210,1,91.22725152
0,0,0,0,0,0,0,0,0,0,0,100
2,51,0,77,1,2,0.30642473,2506,6,446,5,100
1,2,0,66,1,1,0,1040,0,15,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,46,0,58,1,3,1.109534908,1060,4,329,2,100
0,0,0,0,0,0,0,0,0,0,0,100
6,212,2,69,1,2,2.15259304,2791,20,923,13,86.97674419
6,212,2,70,1,2,2.15259304,3003,20,923,13,86.97674419
0,0,0,0,0,0,0,0,0,0,0,100
3,6,0,18,1,2,1.040852083,810,0,53,0,100
1,0,0,78,1,1,0,1544,0,1,0,100
4,399,1,8,1,3,0.880642852,1836,86,2344,37,99.89754098
2,35,1,25,1,2,0.187176257,478,2,127,1,99.79560552
2,103,0,5,1,2,0.748293286,880,8,665,6,89.06037222
3,94,0,9,1,3,0.508729019,1928,27,581,6,100
11,637,10,19,1,3,3.272866961,588,50,1975,30,99.11147011
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,17,0,64,1,2,0.322756959,1745,3,128,2,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,11,0,79,1,2,0.981940787,2557,1,54,1,100
0,0,0,0,0,0,0,0,0,0,0,100
3,87,0,26,1,3,1.181532551,960,16,476,5,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,68,0,65,1,2,1.385907251,1959,12,338,4,99.40452561
1,18,0,2,1,1,0,20,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,2,0,69,1,2,0.954434003,1444,0,20,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,2,0,69,1,2,0.954434003,1446,0,20,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,63,0,4,1,2,0.417864262,559,1,498,1,100
2,37,0,70,1,2,0.179256067,1448,2,342,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,17,0,14,1,2,0.983939395,329,3,111,3,100
0,0,0,0,0,0,0,0,0,0,0,100
22,1771,0,12,1,6,2.039779618,8521,167,7065,78,100
2,104,1,66,1,2,0.278171008,729,5,582,4,99.92119779
4,16,0,12,1,4,1.712887622,923,3,95,0,100
3,192,0,27,1,3,1.448394189,684,15,1077,8,99.49592865
6,75,0,71,1,4,1.98988298,2802,5,474,4,100
13,384,2,59,1,7,2.865565594,2430,61,2466,46,88.9827856
2,103,1,25,1,2,0.996363935,178,17,483,4,95.59112609
11,420,1,10,1,4,2.893098107,1134,37,2229,5,88.8580354
0,0,0,0,0,0,0,0,0,0,0,100
1,3,0,10,1,1,0,262,0,18,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,9,0,12,1,1,0,74,2,40,2,100
1,17,0,8,1,1,0,155,1,112,1,90.53414469
0,0,0,0,0,0,0,0,0,0,0,100
1,4,0,8,1,1,0,187,4,51,1,100
3,12,0,60,1,3,1.493469276,1321,2,82,1,100
2,31,0,2,1,2,0.619382195,188,3,186,2,99.09356725
23,4138,23,10,1,2,4.207378222,4138,382,20842,168,95.34487653
2,97,1,18,1,2,0.14257333,375,3,601,2,99.94617869
4,502,2,25,1,3,1.024934575,483,63,3053,25,96.49565461
15,454,2,80,1,11,2.812294511,6150,73,2550,23,99.85350132
3,100,0,11,1,3,0.381580488,2277,29,654,5,100
2,94,1,16,1,2,0.550984443,639,8,322,2,96.64516129
2,70,0,67,1,2,0.821812731,833,4,371,1,99.85627021
0,0,0,0,0,0,0,0,0,0,0,100
4,68,0,2,1,3,2,519,0,0,0,100
2,86,0,14,1,2,1,644,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
5,275,1,61,1,5,1.392842022,1909,17,1542,10,99.92821249
0,0,0,0,0,0,0,0,0,0,0,100
2,25,0,72,1,2,0.884963636,1508,0,146,1,100
2,148,1,4,1,2,0.464810709,60,11,829,10,86.85208597
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,21,0,81,1,2,0.998363673,1647,3,143,3,100
1,52,0,2,1,1,0,205,1,495,1,100
5,655,1,73,1,3,1.065416408,2205,90,4001,52,99.03258656
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,82,1,1,0,1590,0,13,0,100
2,43,0,83,1,2,0.997059057,1666,6,282,5,100
13,2158,7,84,1,6,2.992199706,4511,281,13228,138,89.13443831
2,103,1,34,1,2,0.711180663,468,9,614,6,99.91582492
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,74,0,31,1,4,1.344852003,2017,1,29,0,100
1,0,0,4,1,1,0,608,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,488,2,2,1,3,1.5302269,218,56,2790,44,99.79018044
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
5,418,1,75,1,3,0.826249921,2605,42,2279,32,99.79079498
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
10,180,0,3,1,6,3.321928095,2753,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,11,0,76,1,2,0.721928095,1300,1,153,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
6,18,0,85,1,2,2.031729149,2295,1,18,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
6,18,0,84,1,2,2.031729149,2313,1,18,1,100
6,18,0,85,1,2,2.031729149,2295,1,18,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
10,151,0,17,2,6,3.310856643,1547,0,0,0,100
4,64,0,18,1,2,2,898,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,12,0,77,1,2,0.918295834,1631,1,94,2,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,13,0,26,1,1,0,109,3,88,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,33,1,6,1,2,0.854180205,364,0,59,0,90.995671
1,0,0,78,1,1,0,1145,0,5,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,15,0,5,1,1,0,366,1,91,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,22,0,86,1,2,0.881290899,1742,3,185,3,100
2,2,0,79,1,2,0.918295834,1641,0,23,0,100
2,89,1,20,1,2,0.670856159,627,11,386,3,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,37,1,71,1,2,0.764204507,903,2,237,1,91.01123596
1,0,0,20,1,1,0,378,0,2,0,100
1,2,0,72,1,1,0,905,0,22,0,91.10535406
2,153,0,62,1,2,0.945191769,1063,18,867,10,99.82078853
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,18,0,2,1,1,0,35,0,0,0,100
3,38,0,87,1,2,1.156676652,2249,6,282,2,100
2,12,0,17,1,2,1,808,0,0,0,100
2,6,0,18,1,2,1,820,0,42,0,100
0,0,0,0,0,0,0,0,0,0,0,100
318,0,0,88,2,60,7.256039695,73665,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,18,0,19,1,2,0.930586129,765,3,122,1,87.11683696
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,3,1,1,0,153,0,16,0,100
9,1543,3,64,1,5,1.950148742,1749,250,8598,143,87.87268332
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
15,423,0,65,1,8,3.227672571,4881,48,2142,19,90.66455696
2,109,0,66,1,2,0.907942863,1406,7,855,4,100
2,78,0,81,1,2,0.946422051,1383,11,545,7,100
1,0,0,82,1,1,0,1165,0,2,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,1,0,4,1,1,0,236,0,2,0,100
13,1250,12,7,1,4,3.328008232,31,74,4392,55,98.91122278
6,195,1,20,1,4,2.100465504,2671,13,1106,13,89.30369128
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,15,0,44,1,2,0.708835673,413,1,124,0,100
2,38,0,2,1,2,0.453716339,431,3,276,3,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,6,0,67,1,1,0,996,1,21,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,25,0,22,1,2,0.950956048,831,4,153,2,100
2,1,0,68,1,2,0.863120569,1744,0,7,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,6,0,21,1,3,1.465536041,1263,0,104,0,100
2,34,0,3,1,1,1,325,0,0,0,100
4,16,0,69,1,4,0.998952569,2403,3,107,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,67,0,83,1,2,0.825626526,1660,4,603,1,99.95751912
2,20,0,89,1,2,0.439496987,2349,1,201,1,100
2,11,0,5,1,2,0.958711883,1134,2,36,0,100
4,111,1,23,1,4,1.262668528,1068,8,515,8,99.83029275
3,95,1,39,1,2,1.451083153,693,9,430,8,98.93162393
1,8,0,18,1,1,0,180,2,47,0,100
2,122,0,84,1,2,0.822725596,1727,4,1208,1,100
0,0,0,0,0,0,0,0,0,0,0,100
1,7,0,7,1,1,0,352,0,47,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,8,1,1,0,359,1,13,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,9,0,15,1,1,0,93,1,18,1,100
0,0,0,0,0,0,0,0,0,0,0,100
3,24,1,5,1,3,1.105612401,2753,3,209,1,99.91386736
0,0,0,0,0,0,0,0,0,0,0,100
1,17,0,2,1,1,0,19,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,11,0,76,1,2,0.721928095,1303,9,1070,9,100
3,343,2,20,1,3,1.465314378,627,63,2321,10,94.83585393
3,343,2,19,1,3,1.465314378,970,63,2321,10,94.83585393
15,448,2,85,2,9,2.640519997,3635,173,6860,76,94.83585393
0,0,0,0,0,0,0,0,0,0,0,100
5,331,2,77,1,5,1.686085404,2599,23,1586,19,94.83585393
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,13,0,26,1,1,0,109,3,88,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,33,1,6,1,2,0.854180205,364,0,59,0,90.995671
2,33,1,3,1,2,0.854180205,397,0,59,0,90.995671
2,33,1,6,1,2,0.854180205,364,0,59,0,90.995671
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,78,1,1,0,1148,0,5,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,15,0,5,1,1,0,366,1,91,0,100
1,15,0,4,1,1,0,351,1,91,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,22,0,86,1,2,0.881290899,1742,19,892,14,100
2,2,0,79,1,2,0.918295834,1641,0,23,0,100
2,89,1,20,1,2,0.670856159,627,11,386,3,100
3,334,2,21,1,3,1.449527081,641,60,2274,10,91.04606113
0,0,0,0,0,0,0,0,0,0,0,100
1,1,0,22,1,1,0,641,0,2,0,100
1,1,0,23,1,1,0,640,0,0,0,100
1,5,0,2,1,1,0,229,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,2,1,1,0,105,0,27,0,100
1,0,0,3,1,1,0,224,0,0,0,100
2,331,2,0,1,2,0.907894446,331,60,2303,10,91.04606113
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,37,1,71,1,2,0.764204507,903,2,237,1,91.01123596
1,0,0,20,1,1,0,378,0,2,0,100
1,2,0,72,1,1,0,905,0,22,0,91.10535406
2,153,0,62,1,2,0.945191769,1063,204,5259,66,99.82078853
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,18,0,2,1,1,0,35,2,205,1,100
7,125,3,70,1,7,2.21548273,2550,40,1219,1,90.79569892
1,19,0,4,1,1,0,224,0,0,0,100
1,10,0,5,1,1,0,243,3,67,0,100
10,116,3,87,1,9,2.521166669,4953,149,3388,59,90.79569892
2,12,0,19,1,2,1,808,120,4052,78,100
2,6,0,20,1,2,1,820,0,42,0,100
0,0,0,0,0,0,0,0,0,0,0,100
318,0,0,88,2,60,7.256039695,73665,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,18,0,19,1,2,0.930586129,765,9,380,6,87.11683696
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,3,1,1,0,153,48,1134,5,100
9,1543,3,64,1,5,1.950148742,1749,514,16226,245,87.87268332
0,0,0,0,0,0,0,0,0,0,0,100
327,1938,7,85,2,64,6.887239725,75914,293,10654,163,87.89110118
2,22,0,86,1,2,0.881290899,1742,19,892,14,100
2,2,0,79,1,2,0.918295834,1641,0,23,0,100
1,0,0,20,1,1,0,378,0,2,0,100
1,2,0,72,1,1,0,905,0,22,0,91.10535406
2,153,0,62,1,2,0.945191769,1063,204,5259,66,99.82078853
1,18,0,2,1,1,0,35,2,205,1,100
3,38,0,87,1,2,1.156676652,2249,6,282,2,100
2,12,0,17,1,2,1,808,120,4052,78,100
2,18,0,19,1,2,0.930586129,765,9,380,6,87.11683696
1,2,0,3,1,1,0,153,48,1134,5,100
9,1543,3,64,1,5,1.950148742,1749,514,16226,245,87.87268332
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
15,423,0,65,1,8,3.227672571,4881,199,6732,88,90.66455696
15,423,0,64,1,8,3.227672571,5304,48,2142,19,90.66455696
15,423,0,65,1,8,3.227672571,4881,199,6732,88,90.66455696
1,1,0,4,1,1,0,236,0,2,0,100
331,1889,8,86,2,65,6.831651852,76907,264,9830,166,86.44351464
331,1889,8,88,2,65,6.831651852,75018,380,12474,204,86.44351464
2,109,0,66,1,2,0.907942863,1406,43,3800,26,100
1,1,0,3,1,1,0,237,0,2,0,100
14,1251,12,7,1,5,3.344335048,267,74,4423,55,98.91122278
6,195,1,22,1,4,2.100465504,2671,165,8116,100,89.30369128
0,0,0,0,0,0,0,0,0,0,0,100
2,78,0,81,1,2,0.946422051,1383,25,2155,18,100
1,0,0,82,1,1,0,1165,0,2,0,100
1,0,0,83,1,1,0,1165,0,2,0,100
2,78,0,84,1,2,0.946422051,1461,11,545,7,100
2,78,0,85,1,2,0.946422051,1383,25,2155,18,100
1,0,0,86,1,1,0,1165,0,2,0,100
21,1446,13,81,1,10,3.768277817,5549,87,5498,68,88.33757422
1,0,0,82,1,1,0,1165,0,2,0,100
20,1446,13,22,1,9,3.758443164,2938,239,12539,155,88.33757422
2,15,0,44,1,2,0.708835673,413,1,176,0,100
2,38,0,2,1,2,0.453716339,431,15,1967,12,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,6,0,67,1,1,0,996,1,21,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,25,0,22,1,2,0.950956048,831,19,1479,14,100
2,1,0,68,1,2,0.863120569,1744,0,7,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,6,0,23,1,3,1.465536041,1263,0,104,0,100
2,34,0,3,1,1,1,325,14,1868,11,100
2,360,2,5,1,2,0.877868813,0,63,2370,10,98.98175647
6,344,2,69,1,6,1.24200883,2763,152,2738,55,98.98175647
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,67,0,87,1,2,0.825626526,1660,45,4541,30,99.95751912
2,20,0,89,1,2,0.439496987,2349,34,7152,32,100
2,11,0,5,1,2,0.958711883,1134,2,36,0,100
4,111,1,25,1,4,1.262668528,1068,132,4867,90,99.83029275
3,95,1,39,1,2,1.451083153,693,9,430,8,98.93162393
1,8,0,18,1,1,0,180,2,47,0,100
2,122,0,88,1,2,0.822725596,1727,4,1208,1,100
0,0,0,0,0,0,0,0,0,0,0,100
1,7,0,7,1,1,0,352,68,1573,33,100
0,0,0,0,0,0,0,0,0,0,0,100
39,2028,15,88,1,20,4.568678693,14897,129,9375,93,87.4839812
13,1250,12,7,1,4,3.328008232,31,74,4425,55,98.91122278
6,195,1,20,1,4,2.100465504,2671,165,8116,100,89.30369128
2,15,0,44,1,2,0.708835673,413,1,176,0,100
2,38,0,2,1,2,0.453716339,431,15,1967,12,100
1,6,0,67,1,1,0,996,1,21,1,100
2,25,0,22,1,2,0.950956048,831,19,1479,14,100
2,1,0,68,1,2,0.863120569,1744,0,7,0,100
2,34,0,3,1,1,1,325,14,1868,11,100
4,16,0,69,1,4,0.998952569,2403,215,5108,65,100
2,67,0,83,1,2,0.825626526,1660,45,4541,30,99.95751912
2,20,0,89,1,2,0.439496987,2349,34,7152,32,100
4,111,1,23,1,4,1.262668528,1068,132,4867,90,99.83029275
1,8,0,18,1,1,0,180,2,47,0,100
2,122,0,84,1,2,0.822725596,1727,4,1208,1,100
1,7,0,7,1,1,0,352,68,1573,33,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,8,1,1,0,359,1,13,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,29,0,26,1,3,1.294487566,1167,9,2060,8,100
3,93,0,27,1,3,1.103307409,1196,17,2488,12,100
1,0,0,3,1,1,0,50,0,3,0,100
1,4,0,20,1,1,0,703,116,3434,41,100
2,38,0,89,1,2,0.347816914,1455,7,223,6,99.9137931
2,360,2,5,1,2,0.877868813,0,63,2370,10,98.03921569
6,234,2,14,1,4,2.035689709,1361,18,1992,15,98.03921569
7,9,0,90,1,3,2.655050539,2309,470,10463,205,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
19,290,0,89,1,13,3.221110122,7077,22,1433,4,99.9137931
19,290,0,90,1,13,3.221110122,6787,654,21011,288,99.9137931
18,613,6,89,1,10,2.959006979,3538,96,3028,16,97.37171464
18,613,6,90,1,10,2.959006979,4151,399,10919,210,97.37171464
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
19,290,0,89,1,13,3.221110122,7077,22,1433,4,99.9137931
19,290,0,90,1,13,3.221110122,6787,654,21011,288,99.9137931
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,9,0,9,1,1,0,691,2,61,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,24,1,5,1,3,1.105612401,2753,305,9171,281,99.91386736
0,0,0,0,0,0,0,0,0,0,0,100
3,24,1,6,1,3,1.105612401,2777,3,209,1,99.91386736
3,24,1,7,1,3,1.105612401,2753,305,9171,281,99.91386736
20,299,0,89,1,14,3.366157841,7777,24,1494,4,99.91394148
