CommitID,FileName,FromFile,ToFile,FileDeps,FilesDeps,CommitDeps
,ByteBufferRecord.java,0,0,0,,
,TestDataFileReflect.java,10,0,10,,
ee5008d9ed66f3237cf1304484b1d1e6836c8a33,DataFileReadTool.java,9,2,11,22,6398
,TestDataFileTools.java,11,0,11,,
b07dfbcc6c37da1b730a4bd897d4cfdeabe63cdc,/,0,0,0,0,3202
b991c93ad1238a1b128213a5d7ef754ddeaa827e,/,0,0,0,0,3202
54fc3f53807f7cfa535100d826e19e66aa5cad8e,/,0,0,0,0,3202
d9d95871441b015353429585baa3ae821fdb39c1,Main.java,45,0,45,45,6402
,SchemaNormalizationTool.java,0,0,0,,
b5bec5ca18901507f6fc01d635f10465fd3edcdf,/,0,0,0,0,3207
3299a9f0fa36367c7b5a68dc6bde633fe6e1ae1c,/,0,0,0,0,3207
c5aa1d6962ee16812d8d8c19b167b1b256e8002f,CatTool.java,20,1,21,28,9618
,SchemaNormalizationTool.java,4,1,5,,
,TestMain.java,2,0,2,,
0e6df4837b1032a51e7fd85c95451781991d4856,/,0,0,0,0,3207
b64081ee174e5b5aefcd93c3bc6c5aefe6acbf49,ReflectData.java,36,32,68,68,3206
915cb4541fa0e7d3d96646947f449cbb4b75589a,/,0,0,0,0,3207
eaa7cca922b916ab7ad0fac6e109330197f8c75f,/,0,0,0,0,3207
602a2c5b5258d5e1f0f60f71506b16801cbdf156,/,0,0,0,0,3207
0530d6cebf1979ca65b6abb7b2df080460910127,/,0,0,0,0,3207
de5d8ebc897407eda369cbbab1facff61076e780,/,0,0,0,0,3207
8c99b3409005feae42d24529687860220b7d25d6,/,0,0,0,0,3207
6eda0b41796d5d039ace7720bbd8066f0b7835e5,/,0,0,0,0,3207
eaaf263372229f9aad9970f54767e043b1e104dc,/,0,0,0,0,3207
b9409b3bee5a45e8ffc67430e6a878be564569ce,/,0,0,0,0,3207
b597c3ab93ef1c6a37a9c1fa3584d86d20723784,/,0,0,0,0,3207
7fbedbb8923bb203409f5d5576a38ac70aba9f4b,/,0,0,0,0,3207
4b1ab225fef8e8f66cb95d6605bdd4fd568929ed,/,0,0,0,0,3207
e37a52d909b913059ba4493f509ede7d46dcf0e1,/,0,0,0,0,3207
269d0ff7d3025cf3370023e353a373916dd67433,ReflectData.java,36,32,68,180,9618
,SpecificData.java,35,49,84,,
,TestReflect.java,28,0,28,,
4d07366aae24b6701c304dd5124b7c5bae5ea6ab,/,0,0,0,0,3208
c8436998ae107996c1c48c9b7efcbb98b8b92930,/,0,0,0,0,3208
6971ac739aee41bfd62dcd4031f6c848bb0b2d4e,/,0,0,0,0,3208
67dbda933bb2e1286a28fd832ea4316d34906005,/,0,0,0,0,3208
5432cd09da963bb72796729dafa2bf5954d57772,/,0,0,0,0,3208
e65411f5cce2d58588fbb96a366560f6e6803dab,TestCustomSchemaStore.java,4,0,4,99,12828
,TestSpecificRecordBuilder.java,1,0,1,,
,Player.java,47,0,47,,
,Player.java,47,0,47,,
595643cba16a2b4d7be68d46ee8f79c4e380cbf7,JsonDecoder.java,14,5,19,56,12828
,JsonGrammarGenerator.java,3,2,5,,
,Symbol.java,2,18,20,,
,TestReadingWritingDataInEvolvedSchemas.java,12,0,12,,
d55f5e152c288a2037d65d15a7169d76aa9be2be,JsonDecoder.java,14,5,19,19,6414
,TestNestedRecords.java,0,0,0,,
254ee8ff595c6c52580128aec9355394f96382d5,JsonDecoder.java,14,6,20,20,3214
475904893244b23e612073f9f8cf476380cec812,TestNestedRecords.java,7,0,7,7,3214
beef86697a0dbd09d4d99a735f8a5afe37e5d976,/,0,0,0,0,3215
7ed38d7c7e150987ef8bf035196576fc158e03eb,RecordBuilderBase.java,13,15,28,571,73922
,GenericData.java,40,106,146,,
,SpecificData.java,35,49,84,,
,SpecificDatumReader.java,19,29,48,,
,SpecificDatumWriter.java,13,20,33,,
,SpecificRecordBase.java,12,12,24,,
,SpecificRecordBuilderBase.java,5,6,11,,
,TestRecordWithJsr310LogicalTypes.java,19,1,20,,
,SpecificCompiler.java,24,10,34,,
,TestSpecificCompiler.java,13,1,14,,
,AbstractSpecificRecordTest.java,0,0,0,,
,TestCustomConversion.java,0,0,0,,
,TestLogicalTypesWithDefaults.java,0,0,0,,
,TestNestedLogicalTypes.java,0,0,0,,
,TestNullableLogicalTypes.java,0,0,0,,
,CustomDecimal.java,0,0,0,,
,CustomDecimalConversion.java,0,0,0,,
,AbstractAvroMojo.java,1,6,7,,
,IDLProtocolMojo.java,7,0,7,,
,ProtocolMojo.java,14,0,14,,
,SchemaMojo.java,7,0,7,,
,Player.java,47,0,47,,
,Player.java,47,0,47,,
726c7bf18300ece22199b37b2c4b2b1c4cc9ffc8,/,0,0,0,0,3229
4b498e5c76569dfa7acb7e62f175075db3d314e2,InduceMojo.java,0,0,0,0,12912
,Person.java,0,0,0,,
,TestInduceMojo.java,0,0,0,,
,Remote.java,0,0,0,,
67014e575a96a1172b1601254ab7bfab19bceb88,InduceMojo.java,5,0,5,5,3233
c011d76436a1c11c614a133ae06abbc19baf2436,/,0,0,0,0,3234
34aa0fa4c674c281c1060515dec0a72b1c973778,/,0,0,0,0,3234
a262a107ddd403e3ac5a773c735110a6565104de,DataFileReader.java,11,44,55,119,9699
,DataFileWriter.java,16,48,64,,
,TestDataFileReader.java,0,0,0,,
52a53e9520d7657bd237cae3e92e3ed015c71811,/,0,0,0,0,3236
29e1d662bafc66499e198a6af9b0920aa79695e5,/,0,0,0,0,3236
d2f92b445cf07683b7aa9afd2f69e2b23a033e6b,/,0,0,0,0,3236
6599fb29fb0ba8a2c3dba0b0e39feb31cfe2111c,/,0,0,0,0,3236
7182fda6eb3f4b8aa43016ac8c32692103b0cb9e,TestAvroKeyOutputFormat.java,8,0,8,8,3235
4eb2bed0bbbf7c25d9a25ab06eb368348771e918,/,0,0,0,0,3236
b1249403bc0e9e62af8e87f61bb4a33e44007b4d,Foo.java,0,0,0,0,3235
a9ec22cce3c5d0bbde162dca99a96adf4584b429,TestSpecificLogicalTypes.java,14,0,14,16,6470
,CustomDecimal.java,0,2,2,,
fab3d4051c6bf5cacf6bd80895a72332ae5f362f,OutputBuffer.java,14,6,20,20,3235
35dd8813b6366b68ad302c38217ff5a7e26553d2,/,0,0,0,0,3236
904a9146cbb95ef39ff85610e953b1ab428192e9,/,0,0,0,0,3236
6c1e81c8ce9140e7a9f9e1d389654e9aa6f4231f,/,0,0,0,0,3236
b3d027654b943899c609d5bcf529a45a458dfa56,/,0,0,0,0,3236
8f94f5647b6351c219fa105f37cd01f156427f71,/,0,0,0,0,3236
202748df75a29e8b27ce4e374ff289cfe8a91040,/,0,0,0,0,3236
d3dbf7122d3b8386ae72f46f0e966c8b69b8621a,/,0,0,0,0,3236
0917c496a26877a3bb260a5a09ff60b3d1ab85d8,/,0,0,0,0,3236
7da2a4f05f80a044a1d5033048d0040a9f7f2445,/,0,0,0,0,3236
a296ebc8894ad52ae7c0946e635b93cadc709e70,/,0,0,0,0,3236
e61751efd9f72cc299fce55c16e1d15e2ee1addc,/,0,0,0,0,3236
1e5f62c8bd3b58d5d622d8abeb665d601c978f75,/,0,0,0,0,3236
1d7f2d7b46794348394a2f0a70658d94c38530a1,/,0,0,0,0,3236
0c223c9da6d0286c9e16257cef8b9988099cf8a2,TestSpecificLogicalTypes.java,14,0,14,14,3235
7622817b35b5511607d33facb6c0877e08b6c21f,/,0,0,0,0,3236
2b8513f94ba04b3b14867d639ae37750db56f765,/,0,0,0,0,3236
1a934e37e1d3bf63fdec844d676d6a5c129e1b67,/,0,0,0,0,3236
efd6274a4c7a9ed7c1c0d41477649b68baeefa0b,/,0,0,0,0,3236
7740efa3ee8e3ddd01405c8f3af1937859f6bd1a,/,0,0,0,0,3236
9133577129111a75103d9bcfa5444f9847abb515,/,0,0,0,0,3236
dd31b7eb4d537d83197ba04059953283c58696fc,/,0,0,0,0,3236
a7e72b5b581605d70919b8d244414b879533bd8f,/,0,0,0,0,3236
298047ba76ad69007a5d9ba7e931322c933a03b3,/,0,0,0,0,3236
e5fdce55138d59839ff16797aac02e4b1d916ab9,/,0,0,0,0,3236
63a34a693763f0f103b15e4fd77dcfc8547829dc,/,0,0,0,0,3236
6660870e3e13ceb91bcf9d4b8ff5cad8fa142856,/,0,0,0,0,3236
c3a488cb1808f0de86f4f0ab27acbc26095c6f09,/,0,0,0,0,3236
695d83d02d5c5cd074c3fed0655f0940e0f3c4de,/,0,0,0,0,3236
29ebfc3af238de33dc4bbbf508c4b6daf3306b38,/,0,0,0,0,3236
8a42cd0642fcadca7765f59d83a059b1eddb26bd,/,0,0,0,0,3236
7f116b8d58655ac369e3ae2c31cd68bc93f0b903,/,0,0,0,0,3236
55acae0fdb725aec974dd125086d161c097b0dac,/,0,0,0,0,3236
7a098485a585fa3e387e2ad2b2e4af682a88a997,/,0,0,0,0,3236
114cf9c826c38c925292f81109e3dce0837d71ed,/,0,0,0,0,3236
9a05375436385b7fce75d32cfdcd359e279e0628,/,0,0,0,0,3236
806adf7bba3dbff20002b6dd2d64d6e3be062321,GenericArray.java,1,9,10,263,12940
,GenericData.java,40,106,146,,
,GenericDatumReader.java,16,77,93,,
,TestGenericData.java,14,0,14,,
2084ca42ffd22b7827cc7e240cf249534b9f9d45,/,0,0,0,0,3236
5a64ea53d2e37449295c8d29f3d33ce849691155,/,0,0,0,0,3236
6d0323cc950f0b05a7e30a81fa5970df312be736,/,0,0,0,0,3236
0d997e5e5952546e0bdeab3080ef7c00d8caffc1,/,0,0,0,0,3236
05171ee872bb8d6e9173a34b7832f522b2a56763,SpecificCompiler.java,24,10,34,95,22645
,TestAvroProtocolGrpc.java,5,0,5,,
,TestBulkData.java,6,0,6,,
,TestNamespaceSpecific.java,6,1,7,,
,TestProtocolSpecific.java,18,5,23,,
,TestNettyServerConcurrentExecution.java,9,0,9,,
,TestNettyServerWithCallbacks.java,11,0,11,,
411cfb96db6126a06df9e8093106e690b7e35dfc,TestSpecificCompiler.java,13,1,14,14,3235
2eea14c10f87029dfe89e7575fbd587cb23b812d,/,0,0,0,0,3236
5896f1a1bdcbc2f7450b09b1dbbdeb4ad0cb13b6,TestBulkData.java,6,0,6,18,6470
,RpcSendTool.java,10,2,12,,
c3e0c4974db92bf6001a6da654870455cac70eac,/,0,0,0,0,3236
8643e3bd73cab8dbbbcac1203a19c2d2cdc62cfe,/,0,0,0,0,3236
384061c05720287aa93a756a742aab2572b75e79,/,0,0,0,0,3236
10445fe1c366cbafcd5de4ddf4520ac5f91183cb,/,0,0,0,0,3236
3c16299956d64dc4a1b76161228ebb545d3d400b,SchemaNormalization.java,4,6,10,441,45290
,DataFileReader12.java,11,1,12,,
,DataFileStream.java,13,46,59,,
,DataFileWriter.java,16,48,64,,
,ReflectData.java,36,33,69,,
,Utf8.java,3,56,59,,
,JacksonUtils.java,7,4,11,,
,TestSchemaNormalization.java,3,0,3,,
,TestUtf8.java,1,0,1,,
,SaslSocketTransceiver.java,3,6,9,,
,AvroJob.java,12,57,69,,
,AvroOutputFormat.java,11,8,19,,
,TestAvroTextOutputFormat.java,9,0,9,,
,MetaData.java,10,37,47,,
bcc79e90540f55dc9e1dd34da7a1f5901ee22b2a,Conversions.java,30,16,46,46,3235
0de805575f41c2d7deff9fcbe408e51606f88269,GenericData.java,40,106,146,146,3235
4fad0f252d06f5cf4c51fbfdfa2ac966daf55a1f,/,0,0,0,0,3236
e03f9d44faaaa5fd0908f9402340164972415c0d,/,0,0,0,0,3236
cef06d90fd2e4156f83498f6a77b325115491a49,/,0,0,0,0,3236
a780991e7316762cda2a7cc8bc7092c4c61ccf63,/,0,0,0,0,3236
99393272e65c24778254e97be11ec87e02d5689e,/,0,0,0,0,3236
6b5963d64e8c339c5266b6b14c707ea9cb10f8fa,/,0,0,0,0,3236
f4425913940a11870bc8fda602d29217cff53af0,/,0,0,0,0,3236
7e64b40104f0918b04ddc83038ef0bb779ff1c95,/,0,0,0,0,3236
c1faf3b56504de9e366000ceeb4a65ef9567f8d2,AvroInputStream.java,0,2,2,33,9705
,AvroRequestMarshaller.java,13,2,15,,
,AvroResponseMarshaller.java,14,2,16,,
ba30662a00fe5f883d643c956d7b982a5d4b8751,/,0,0,0,0,3236
1f88d9ede26daad76f1343ca300f16cc824ef712,/,0,0,0,0,3236
c4f880eb00b07a4cc6fbab24ae9f5c9d970d269b,/,0,0,0,0,3236
95cd62055fd24910d8873b4d8ab209eec198239e,/,0,0,0,0,3236
ac95febf82b15ffa564cac1d92475cdf6efed9f6,SimpleOrderServiceClient.java,0,0,0,218,87345
,SimpleOrderServiceEndpoint.java,0,0,0,,
,HttpServer.java,4,8,12,,
,StaticServlet.java,0,1,1,,
,StatsServer.java,3,1,4,,
,StatsPluginOverhead.java,9,0,9,,
,TestBulkData.java,6,0,6,,
,TestProtocolHttp.java,12,0,12,,
,TestProtocolHttps.java,6,0,6,,
,TestStatsPluginAndServlet.java,16,0,16,,
,NettyServer.java,11,11,22,,
,NettyTransceiver.java,5,9,14,,
,NettyTransportCodec.java,1,2,3,,
,NettyTransceiverWhenFailsToConnect.java,1,0,1,,
,TestNettyServer.java,7,5,12,,
,TestNettyServerConcurrentExecution.java,9,0,9,,
,TestNettyServerWithCallbacks.java,11,0,11,,
,TestNettyServerWithCompression.java,6,0,6,,
,TestNettyServerWithSSL.java,6,0,6,,
,TestNettyTransceiverWhenServerStops.java,6,0,6,,
,TestProtocolNetty.java,6,0,6,,
,Ipc.java,7,3,10,,
,StatsPlugin.java,7,4,11,,
,StatsServlet.java,7,2,9,,
,FakeTicks.java,1,2,3,,
,TetheredProcess.java,11,5,16,,
,TetherTaskRunner.java,6,1,7,,
e0ab6bd54ab632569782a577b7e9a1d419e08845,ProtobufData.java,9,3,12,32,9699
,ProtobufDatumReader.java,7,2,9,,
,TestProtobuf.java,11,0,11,,
114fee5317ca2bb2b09864c66da99e86190faffb,/,0,0,0,0,3232
e44acccf69a0b40f12f904144df67b345a5138ad,/,0,0,0,0,3232
2aa4946f42541369b31094538801c2caec251c67,/,0,0,0,0,3232
c62a8f9d11c85c18a9df1f28d23fe0396f7766b9,/,0,0,0,0,3232
ff11298e397977b820bdeed612e61dab17f118b9,/,0,0,0,0,3232
e2ca27ef053becb47d3b18a00215e9df3da3ad2a,/,0,0,0,0,3232
b82a370b1607d6f45c3ec9db6125dd527d5eaab5,/,0,0,0,0,3232
846a9a1bb85e9832b696970c96e6089d43c3ee6b,/,0,0,0,0,3232
a56108835a0aa35530c8f367ce8a50d0c5861192,/,0,0,0,0,3232
5714c9e837428279329b9758e415ce89118be646,/,0,0,0,0,3232
4468b34b5da5fba1a7ed5bf79a829e1efcffbd63,/,0,0,0,0,3232
3ec3db79af89d5674c2cfe5cedb7c784787e9bcd,/,0,0,0,0,3232
d93a33a3860787da855822c0d6e0cfd425f4583b,/,0,0,0,0,3232
4a3609cd854e9ef5bdda5b43e188a3309a93aef9,GenericData.java,40,106,146,188,22617
,GenericEnumSymbol.java,1,4,5,,
,TypeEnum.java,2,5,7,,
,TestGenericConcreteEnum.java,0,0,0,,
,Position.java,8,2,10,,
,Position.java,8,2,10,,
,Position.java,8,2,10,,
e561b5a95caecf9d394186031868251b7a229f2e,/,0,0,0,0,3247
02e08dafd35b31e9e596564b0996dc63bd2fb1ed,/,0,0,0,0,3247
2f2025201bf937cb163d263396a097bbc5fad1b0,LengthLimitedInputStream.java,1,0,1,2,6492
,TestLengthLimitedInputStream.java,1,0,1,,
f173ae8d690b5f90e8cc5899b654762a9d11e17d,SchemaBuilder.java,17,18,35,35,3245
f715c974b9f7eb4d4809c1e0f04b7b4ff12837b3,/,0,0,0,0,3246
e16f30abf6d1b7befcc36f49a5bc39166a75f814,AvroMultipleInputs.java,18,1,19,19,3245
ef8349ffd6da5c6f4693ac46548c96e22eeb7cd7,GenericData.java,40,107,147,235,9735
,BinaryData.java,5,14,19,,
,ReflectData.java,36,33,69,,
8c3c590d7bfa6d486f5741c5e2f5214a1f2436c1,BinaryDecoder.java,23,19,42,42,3245
6d0698705299e67e2f463216b95bf962ab6f11a2,SpecificData.java,35,50,85,85,3245
a7a5aeba3927404f6d83306caeb546a7f3a5e705,ProtobufData.java,8,3,11,11,3245
d195e1fc626f960eef7ef9a5aaeb3851cb4fda31,BinaryDecoder.java,23,19,42,42,3245
6fddbae08fcf0aba1d51289d1b90681c3bfa9477,BinaryDecoder.java,23,19,42,42,3245
3d51ba5e96556136c2084838591aa325e81bfca9,SimpleOrderServiceClient.java,0,0,0,3819,616550
,AvroMissingFieldException.java,2,5,7,,
,JsonProperties.java,4,27,31,,
,Protocol.java,6,52,58,,
,Schema.java,41,298,339,,
,SchemaBuilder.java,17,18,35,,
,SchemaCompatibility.java,15,15,30,,
,Json.java,10,1,11,,
,RecordBuilderBase.java,10,15,25,,
,DataFileReader.java,13,44,57,,
,DataFileReader12.java,11,1,12,,
,DataFileStream.java,13,46,59,,
,DataFileWriter.java,16,48,64,,
,FileReader.java,41,61,102,,
,SeekableByteArrayInput.java,13,2,15,,
,SeekableFileInput.java,1,6,7,,
,GenericData.java,40,107,147,,
,GenericDatumReader.java,16,78,94,,
,GenericEnumSymbol.java,1,8,9,,
,BinaryDecoder.java,23,19,42,,
,DecoderFactory.java,7,50,57,,
,JsonDecoder.java,14,6,20,,
,JsonEncoder.java,9,8,17,,
,ResolvingDecoder.java,11,13,24,,
,JsonGrammarGenerator.java,3,2,5,,
,ResolvingGrammarGenerator.java,19,5,24,,
,Symbol.java,2,22,24,,
,ValidatingGrammarGenerator.java,2,4,6,,
,DateAsLongEncoding.java,4,0,4,,
,FieldAccessReflect.java,7,1,8,,
,FieldAccessUnsafe.java,7,1,8,,
,ReflectData.java,36,33,69,,
,ReflectDatumReader.java,24,14,38,,
,ReflectionUtil.java,4,3,7,,
,SpecificData.java,35,50,85,,
,SpecificExceptionBase.java,5,1,6,,
,SpecificRecordBase.java,12,13,25,,
,ByteBufferOutputStream.java,0,5,5,,
,RandomData.java,9,11,20,,
,Utf8.java,3,56,59,,
,WeakIdentityHashMap.java,0,1,1,,
,FooBarSpecificRecord.java,18,4,22,,
,GenerateBlockingData.java,6,0,6,,
,TestDataFile.java,13,0,13,,
,TestDataFileCustomSync.java,4,0,4,,
,TestDataFileMeta.java,5,0,5,,
,TestNestedRecords.java,7,0,7,,
,TestSchemaCompatibility.java,13,7,20,,
,TestSchemaCompatibilityFixedSizeMismatch.java,4,0,4,,
,TestSchemaCompatibilityMissingEnumSymbols.java,5,0,5,,
,TestSchemaCompatibilityMissingUnionBranch.java,5,0,5,,
,TestSchemaCompatibilityNameMismatch.java,4,0,4,,
,TestSchemaCompatibilityReaderFieldMissingDefaultValue.java,4,0,4,,
,TestSchemaCompatibilityTypeMismatch.java,4,0,4,,
,TestSchemaNormalization.java,3,0,3,,
,TestUnionSelfReference.java,2,0,2,,
,TestCustomCodec.java,3,0,3,,
,CustomCodec.java,4,0,4,,
,TestGenericData.java,14,0,14,,
,TestGenericDatumWriter.java,12,0,12,,
,TestGenericRecordBuilder.java,5,0,5,,
,TestBinaryDecoder.java,15,0,15,,
,TestBlockingIO.java,4,0,4,,
,TestEncoders.java,11,0,11,,
,TestJsonDecoder.java,7,0,7,,
,TestValidatingIO.java,9,3,12,,
,SymbolTest.java,3,0,3,,
,TestResolvingGrammarGenerator.java,12,0,12,,
,TestBinaryMessageEncoding.java,10,0,10,,
,TestByteBuffer.java,10,0,10,,
,TestNonStringMapKeys.java,18,0,18,,
,TestReflect.java,29,0,29,,
,TestReflectionUtil.java,1,0,1,,
,TestRecordWithJsr310LogicalTypes.java,19,1,20,,
,TestRecordWithLogicalTypes.java,20,2,22,,
,TestCaseFinder.java,1,0,1,,
,TestUtf8.java,1,0,1,,
,SpecificCompiler.java,24,10,34,,
,AvroGrpcClient.java,7,1,8,,
,AvroGrpcServer.java,3,1,4,,
,AvroGrpcUtils.java,2,5,7,,
,AvroInputStream.java,0,2,2,,
,AvroRequestMarshaller.java,13,2,15,,
,AvroResponseMarshaller.java,14,2,16,,
,TestAvroProtocolGrpc.java,5,0,5,,
,CustomDecimalConversion.java,5,0,5,,
,StaticServlet.java,0,1,1,,
,TestProtocolHttp.java,12,0,12,,
,NettyTransceiver.java,5,9,14,,
,DatagramServer.java,4,1,5,,
,DatagramTransceiver.java,1,2,3,,
,HttpTransceiver.java,1,11,12,,
,RPCContext.java,1,9,10,,
,Requestor.java,62,30,92,,
,Responder.java,50,46,96,,
,SaslSocketServer.java,4,5,9,,
,SaslSocketTransceiver.java,3,6,9,,
,SocketServer.java,10,15,25,,
,SocketTransceiver.java,5,15,20,,
,Transceiver.java,25,69,94,,
,Histogram.java,4,6,10,,
,RPCMetaTestPlugin.java,2,3,5,,
,TestCompare.java,11,0,11,,
,TestDataFileSpecific.java,6,0,6,,
,TestProtocolGeneric.java,13,3,16,,
,TestProtocolSpecific.java,18,5,23,,
,TestSchema.java,21,2,23,,
,TestSpecificCompiler.java,13,1,14,,
,TestCustomSchemaStore.java,4,0,4,,
,TestSpecificData.java,18,0,18,,
,TestSpecificRecordBuilder.java,1,0,1,,
,SortedKeyValueFile.java,28,0,28,,
,AvroSequenceFile.java,9,2,11,,
,AvroSerialization.java,39,6,45,,
,AvroSerializer.java,13,2,15,,
,AvroAsTextRecordReader.java,5,1,6,,
,AvroJob.java,12,57,69,,
,AvroKeyComparator.java,14,1,15,,
,AvroMultipleInputs.java,18,1,19,,
,AvroMultipleOutputs.java,29,1,30,,
,AvroOutputFormat.java,11,8,19,,
,AvroRecordReader.java,6,4,10,,
,AvroSerialization.java,39,6,45,,
,AvroTextOutputFormat.java,13,0,13,,
,AvroUtf8InputFormat.java,2,0,2,,
,AvroWrapper.java,1,51,52,,
,DelegatingInputFormat.java,5,0,5,,
,DelegatingMapper.java,5,0,5,,
,HadoopCombiner.java,8,0,8,,
,HadoopReducer.java,5,0,5,,
,HadoopReducerBase.java,5,2,7,,
,MapCollector.java,5,2,7,,
,SequenceFileReader.java,17,1,18,,
,TaggedInputSplit.java,2,2,4,,
,TetherJob.java,1,3,4,,
,TetherOutputFormat.java,7,0,7,,
,TetherOutputService.java,2,3,5,,
,TetherPartitioner.java,4,1,5,,
,TetherRecordReader.java,7,1,8,,
,TetherReducer.java,5,0,5,,
,AvroJob.java,12,57,69,,
,AvroMultipleOutputs.java,29,1,30,,
,TestAvroDatumConverterFactory.java,7,0,7,,
,TestAvroSerialization.java,15,0,15,,
,TestAvroInputFormat.java,1,0,1,,
,TestAvroMultipleInputs.java,15,0,15,,
,TestAvroMultipleOutputs.java,22,0,22,,
,TestAvroTextSort.java,1,0,1,,
,TestSequenceFileReader.java,11,0,11,,
,TestWordCount.java,34,0,34,,
,TestWordCountTether.java,9,0,9,,
,TetherTask.java,14,2,16,,
,TestAvroKeyInputFormat.java,4,0,4,,
,TestAvroKeyOutputFormat.java,8,0,8,,
,TestAvroKeyValueRecordWriter.java,18,0,18,,
,TestAvroMultipleOutputs.java,22,0,22,,
,TestAvroMultipleOutputsSyncable.java,12,0,12,,
,TestKeyValueInput.java,13,0,13,,
,TestKeyValueWordCount.java,15,0,15,,
,TestWordCount.java,34,0,34,,
,ProtobufData.java,8,3,11,,
,Test.java,20,9,29,,
,TestProtobuf.java,11,0,11,,
,TestThrift.java,12,0,12,,
,E.java,0,2,2,,
,Error.java,0,0,0,,
,Foo.java,0,0,0,,
,FooOrBar.java,0,2,2,,
,Nested.java,0,2,2,,
,Test.java,20,9,29,,
,FromTextTool.java,6,2,8,,
,TetherTool.java,12,1,13,,
,TrevniMetadataTool.java,6,1,7,,
,TrevniToJsonTool.java,7,1,8,,
,Util.java,34,34,68,,
,TestDataFileTools.java,12,0,12,,
,TestTetherTool.java,8,0,8,,
,AvroColumnReader.java,11,7,18,,
,AvroTrevniInputFormat.java,6,0,6,,
,AvroTrevniOutputFormat.java,7,2,9,,
,AvroTrevniRecordWriterBase.java,5,2,7,,
,TestCases.java,8,0,8,,
,TestEvolvedSchema.java,12,0,12,,
,TestShredder.java,9,0,9,,
,TestWordCount.java,34,0,34,,
,TestKeyValueWordCount.java,15,0,15,,
,TestKeyWordCount.java,9,0,9,,
,OutputBuffer.java,14,6,20,,
,ValueType.java,0,10,10,,
,TestIOBuffers.java,5,0,5,,
63e02101cf94d8ab0e1ae01baafe04c5767aa371,LogicalTypes.java,104,14,118,118,3245
0e6977d1b89c9a103cec0be5bd4bbeceb740d50f,Schema.java,41,298,339,518,19470
,SpecificData.java,35,50,85,,
,Schemas.java,25,12,37,,
,SpecificCompiler.java,24,10,34,,
,ProtobufData.java,8,3,11,,
,ThriftData.java,9,3,12,,
fb3c25f92baa17249219e263e0fe17568c67eadc,Schema.java,41,298,339,350,6490
,Json.java,10,1,11,,
46485b555dc16b38be59aa8e777aaecf74185fab,Json.java,10,1,11,11,3245
1119b6eb5b92730b27e9798793bc67f192591c15,JsonProperties.java,4,27,31,2804,509465
,LogicalTypes.java,104,14,118,,
,Schema.java,41,298,339,,
,SchemaCompatibility.java,15,15,30,,
,ValidateAll.java,4,1,5,,
,Json.java,10,1,11,,
,RecordBuilderBase.java,10,15,25,,
,BZip2Codec.java,7,2,9,,
,DataFileReader12.java,11,1,12,,
,DataFileWriter.java,16,48,64,,
,SnappyCodec.java,4,3,7,,
,ZstandardCodec.java,3,1,4,,
,GenericDatumReader.java,16,78,94,,
,GenericRecordBuilder.java,9,5,14,,
,BinaryData.java,5,14,19,,
,BinaryDecoder.java,23,19,42,,
,ResolvingDecoder.java,11,13,24,,
,Symbol.java,2,22,24,,
,BinaryMessageDecoder.java,9,8,17,,
,MessageDecoder.java,18,16,34,,
,RawMessageDecoder.java,7,1,8,,
,RawMessageEncoder.java,6,1,7,,
,ArrayAccessor.java,3,2,5,,
,ReflectData.java,36,33,69,,
,ReflectDatumWriter.java,10,13,23,,
,Utf8.java,3,56,59,,
,WeakIdentityHashMap.java,0,1,1,,
,ByteBufferRecord.java,1,1,2,,
,FooBarSpecificRecord.java,18,4,22,,
,TestCircularReferences.java,14,1,15,,
,TestDataFile.java,13,0,13,,
,TestDataFileReflect.java,18,0,18,,
,TestLogicalType.java,3,0,3,,
,TestNestedRecords.java,7,0,7,,
,TestSchemaBuilder.java,10,0,10,,
,TestSchemaCompatibility.java,13,7,20,,
,TestSchemaCompatibilityFixedSizeMismatch.java,4,0,4,,
,TestSchemaCompatibilityMissingEnumSymbols.java,5,0,5,,
,TestSchemaCompatibilityMissingUnionBranch.java,5,0,5,,
,TestSchemaCompatibilityNameMismatch.java,4,0,4,,
,TestSchemaCompatibilityReaderFieldMissingDefaultValue.java,4,0,4,,
,TestSchemaCompatibilityTypeMismatch.java,4,0,4,,
,TestSchemaNormalization.java,3,0,3,,
,TestSchemaValidation.java,8,0,8,,
,RecordBuilderBaseTest.java,2,0,2,,
,TestIOExceptionDuringWrite.java,4,0,4,,
,TestSeekableByteArrayInput.java,12,0,12,,
,CustomCodec.java,4,0,4,,
,TestGenericData.java,14,0,14,,
,TestGenericDatumWriter.java,12,0,12,,
,TestGenericLogicalTypes.java,13,0,13,,
,TestGenericRecordBuilder.java,5,0,5,,
,TestBinaryDecoder.java,15,0,15,,
,TestBlockingIO.java,4,0,4,,
,TestValidatingIO.java,9,3,12,,
,TestResolvingGrammarGenerator.java,12,0,12,,
,TestResolvingGrammarGenerator2.java,7,0,7,,
,TestNonStringMapKeys.java,18,0,18,,
,TestReflect.java,29,0,29,,
,TestReflectDatumReader.java,8,0,8,,
,TestReflectLogicalTypes.java,20,0,20,,
,Schemas.java,25,12,37,,
,ProtocolTask.java,4,1,5,,
,SpecificCompiler.java,24,10,34,,
,TestCycle.java,11,0,11,,
,TestSpecificCompiler.java,13,1,14,,
