Avro,,Calcite,,Cxf,,Groovy,,Zookeeper,
Release,commit,Release,commit,Release,commit,Release,commit,Release,commit
,100,,,,100,,100,,80.95358864
,99.8401279,,,,100,,100,,99.80457845
,100,,,,100,,100,,99.91638796
,100,,,,100,,100,,100
,100,,,,100,,100,,99.83291562
,100,,,,100,,100,,100
,89.33823529,,,,90.5126264,,100,,100
,99.90952955,,,,99.9889671,,100,,100
,100,,,,90.50579871,,100,,100
,92.23268325,,,,90.50579871,,100,,99.9443517
,100,,,,100,,100,,100
,100,,,,100,,99.95659722,,100
,99.96194825,,,,100,,100,,100
,99.92383854,,,,100,,99.6105582,,100
,100,,,,90.4979455,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,98.80463205,,,,90.4979455,,100,,100
,100,,,,99.99558752,,100,,100
,100,,,,90.49305293,,100,,100
,100,,,,99.98255226,,100,,100
,100,,,,99.98952953,,100,,100
,100,,,,99.98603986,,100,,100
,100,,,,100,,100,,100
,99.3797884,,,,100,,100,,100
,95.83492549,,,,100,,100,,100
,100,,,,90.46962073,,100,,100
,100,,,,99.99116588,,100,,100
,100,,,,100,,100,,100
,99.91941982,,,,90.48121399,,100,,99.83337962
,100,,,,100,,99.87068966,,100
,100,,,,90.48455531,,100,,100
,100,,,,90.48455531,,100,,99.6978852
,100,,,,100,,100,,100
,100,,,,90.48455531,,100,,100
,100,,,,90.48455531,,100,,100
,100,,,,99.98953172,,100,,100
,100,,,,100,,99.78457561,,100
,100,,,,90.48558381,,100,,100
,100,,,,100,,100,,99.09589041
,100,,,,90.48558381,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.61290323,,100
,100,,,,100,,100,,100
,100,,,,99.94754695,,100,,100
,100,,,,100,,100,,100
,100,,,,98.39549463,,100,,100
,99.91954948,,,,99.98568105,,100,,100
,100,,,,100,,99.91416309,,100
,100,,,,90.15445069,,100,,100
,100,,,,90.15445069,,100,,96.61590525
,100,,,,90.15445069,,100,,96.61590525
,99.59871589,,,,90.15445069,,100,,100
,99.91993595,,,,100,,100,,100
,100,,,,90.16129472,,100,,100
,100,,,,99.99558947,,100,,100
,100,,,,90.15637366,,96.40957447,,99.58802527
,100,,,,100,,100,,100
,100,,,,90.15637366,,100,,100
,99.59935897,,,,90.15637366,,100,,100
,100,,,,100,,100,,100
,100,,,,97.43132838,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.22515953,,100
,100,,,,93.85490515,,99.27073838,,100
,100,,,,100,,100,,98.09444905
,100,,,,98.85072449,,99.81668194,,100
,99.91980754,,,,92.63157895,,100,,100
,100,,,,92.63157895,,100,,100
,100,,,,92.63157895,,99.90842491,,100
,100,,,,100,,100,,100
,99.94840041,,,,92.63157895,,100,,100
,100,,,,100,,100,,100
,100,,,,94.91829876,,100,,99.97209821
,100,,,,100,,100,,99.61197339
,100,,,,100,,100,,99.97246696
,99.94845361,,,,91.38941353,,100,,99.3828892
,100,,,,99.98415371,,100,,100
,99.71736896,,,,99.98613724,,100,,100
,100,,,,91.28361533,,100,,100
,100,,,,100,,99.04675443,,99.94285714
,100,,,,91.98777169,,100,,99.572284
,100,,,,100,,100,,99.91455426
,100,,,,91.98777169,,100,,100
,100,,,,91.98777169,,100,,100
,100,,,,91.98777169,,100,,100
,99.89756722,,,,100,,100,,100
,100,,,,100,,100,,99.94305239
,100,,,,100,,100,,99.57252779
,99.82097187,,,,100,,100,,99.94295493
,100,,,,99.98754709,,100,,100
,100,,,,100,,98.7854251,,100
,100,,,,99.99377219,,100,,100
,100,,,,96.80161038,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99343875,,100,,100
,100,,,,95.99973897,,100,,100
,100,,,,100,,100,,100
,100,,,,91.37901425,,99.1510277,,100
,100,,,,91.37901425,,100,,100
,100,,,,91.81752806,,100,,100
,100,,,,91.4554826,,100,,100
,100,,,,94.50011585,,100,,100
,100,,,,100,,100,,100
,100,,,,92.45525026,,100,,100
,100,,,,92.44998005,,100,,100
,100,,,,100,,100,,99.77951984
,100,,,,100,,99.68985379,,100
,100,,,,100,,100,,89.07582938
,100,,,,100,,100,,99.79348325
,100,,,,92.44363367,,100,,89.30430667
,100,,,,100,,100,,89.30430667
,100,,,,92.44363367,,99.95583039,,89.08533711
,100,,,,100,,99.95583039,,100
,100,,,,100,,100,,89.08533711
,100,,,,92.44363367,,100,,89.08533711
,100,,,,92.44363367,,100,,100
,100,,,,100,,99.34152766,,100
,100,,,,100,,100,,100
,100,,,,100,,99.47643979,,89.08533711
,100,,,,100,,100,,100
,100,,,,100,,100,,89.08533711
,100,,,,93.63553892,,100,,89.08533711
,100,,,,100,,97.55671902,,89.08533711
,100,,,,100,,100,,97.75445448
,100,,,,100,,100,,100
,100,,,,100,,100,,88.95472861
,100,,,,100,,100,,88.89152061
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.89152061
,100,,,,100,,100,,88.89152061
,100,,,,100,,100,,88.89152061
,100,,,,100,,100,,100
,100,,,,99.98508843,,99.60750109,,88.84943182
,100,,,,95.53283394,,99.73878973,,100
,100,,,,100,,100,,100
,100,,,,100,,99.82616254,,100
,100,,,,100,,100,,100
,100,,,,99.9949523,,100,,99.87775061
,100,,,,99.98485957,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99243055,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.97558594
,100,,,,100,,100,,100
,100,,,,100,,100,,99.95119571
,100,,,,100,,100,,88.73405763
,100,,,,100,,100,,88.73405763
,100,,,,100,,99.91319444,,88.73405763
,100,,,,100,,100,,88.70283019
,100,,,,100,,100,,99.90277103
,100,,,,99.98485728,,99.91334489,,96.97038724
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.05660377,,88.29127933
,100,,,,98.43874381,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,100,,100
,100,,,,99.96082016,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,100,,87.90748899
,100,,,,100,,99.83022071,,87.90748899
,100,,,,97.47155499,,100,,100
,100,,,,99.98980086,,100,,99.95753715
,100,,,,100,,100,,100
,100,,,,100,,100,,87.86878027
,100,,,,93.20098536,,100,,87.86878027
,100,,,,99.97312009,,100,,87.86878027
,100,,,,100,,100,,87.86878027
,100,,,,100,,100,,100
,100,,,,100,,100,,87.86878027
,100,,,,96.38052312,,100,,87.86878027
,100,,,,99.97573405,,100,,87.86878027
,100,,,,100,,96.52956298,,87.86878027
,100,,,,100,,99.69631236,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.97574582,,100,,100
,100,,,,100,,100,,89.63128492
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.94460601,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.91311903,,100
,100,,,,92.91225716,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,84.92450639
,100,,,,100,,100,,84.92450639
,100,,,,100,,100,,100
,100,,,,93.97030026,,100,,84.92450639
,100,,,,94.88447867,,100,,84.92450639
,100,,,,100,,100,,100
,100,,,,99.98369583,,100,,84.92450639
,100,,,,100,,100,,100
,100,,,,100,,100,,84.92450639
,100,,,,100,,100,,100
,95.61177078,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,84.92450639
,100,,,,100,,100,,99.20727442
,100,,,,100,,100,,100
,100,,,,99.98043882,,100,,100
,100,,,,100,,100,,100
,99.94788953,,,,100,,100,,100
,100,,,,100,,100,,85.05447655
,100,,,,100,,100,,100
,100,,,,100,,100,,85.05447655
,98.09474768,,,,100,,100,,85.05447655
,100,,,,100,,100,,85.05447655
,99.21657822,,,,100,,100,,85.05447655
,100,,,,100,,100,,85.05447655
,100,,,,100,,100,,85.05447655
,100,,,,100,,100,,100
,100,,,,99.98696007,,99.82661465,,100
,100,,,,100,,100,,85.05447655
,100,,,,95.78631816,,100,,85.05447655
,100,,,,100,,100,,100
,100,,,,100,,100,,85.05447655
,100,,,,99.7039256,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.44645006
,100,,,,100,,100,,100
,100,,,,100,,100,,99.95129079
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.80525803
,100,,,,100,,100,,100
,100,,,,100,,96.0034379,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,96.63716814,,99.14420197,,100
,100,,,,100,,100,,100
,100,,,,99.99560092,,100,,100
,100,,,,100,,96.38143891,,100
,100,,,,91.06525376,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.83108108,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.9513382
,100,,,,91.36069114,,100,,100
,100,,,,91.36069114,,100,,100
,100,,,,99.89334958,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.83108108,,100
,100,,,,100,,100,,100
,99.97491219,,,,99.99238153,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.9199329,,100,,99.90279465
,100,,,,100,,100,,100
,100,,,,91.14941576,,94.69666533,,100
,100,,,,91.18086283,,97.76802049,,100
,99.84943538,,,,99.95406523,,100,,99.97571637
,100,,,,99.81211656,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.96161376,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98465669,,100,,99.80573094
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.92328347,,100,,100
,100,,,,100,,100,,100
,100,,,,99.58953506,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.58947207,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.93857022,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.97695764,,100,,100
,100,,,,100,,100,,100
,100,,,,99.49376798,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,89.63128492
,100,,,,99.94640123,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99234772,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99617503,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.9923524,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99235357,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98471065,,100,,100
,100,,,,100,,100,,100
,100,,,,99.9694248,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,93.92534765
,100,,,,99.33393059,,100,,100
,99.79944848,,,,94.83183857,,100,,93.92534765
,100,,,,99.99647117,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,99.98235585,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,100
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,100
,100,,,,100,,99.93002099,,100
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,100
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,100
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,90.94586736,,100,,100
,100,,,,99.97833708,,100,,100
,100,,,,99.98227998,,100,,93.92534765
,100,,,,100,,99.9301188,,93.92534765
,100,,,,100,,100,,100
,100,,,,100,,99.09816164,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,99.82788296,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,100,,100,,93.92534765
,100,,,,99.97834347,,100,,93.87655526
,100,,,,100,,100,,93.96235639
,100,,,,100,,100,,93.96235639
,100,,,,100,,100,,93.96235639
,100,,,,100,,100,,93.96235639
,100,,,,99.99803142,,100,,100
,100,,,,99.99015574,,100,,93.86837121
,100,,,,99.98031264,,98.93177119,,93.86837121
,100,,,,100,,100,,93.86837121
,100,,,,100,,100,,93.86837121
,100,,,,100,,100,,93.86837121
,100,,,,100,,100,,93.80028396
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,93.87417219
,100,,,,100,,100,,93.87417219
,100,,,,99.99409519,,100,,93.87417219
,100,,,,100,,100,,100
,100,,,,100,,100,,93.87417219
,100,,,,92.87836719,,100,,93.87417219
,100,,,,99.96804908,,100,,93.87417219
,100,,,,100,,100,,93.8268685
,100,,,,99.98082025,,100,,93.87417219
,100,,,,99.91364698,,100,,93.87417219
,100,,,,99.99360082,,100,,100
,100,,,,99.9936,,99.01129944,,100
,94.19424851,,,,100,,100,,100
,100,,,,92.44897317,,100,,100
,100,,,,100,,100,,97.76004119
,100,,,,99.98145171,,100,,100
,100,,,,100,,100,,94.16586307
,100,,,,100,,100,,94.16586307
,100,,,,100,,100,,100
,100,,,,99.94434998,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,93.64814041,,100,,94.16586307
,100,,,,100,,100,,94.16586307
,100,,,,100,,100,,94.16586307
,100,,,,99.96988254,,100,,94.16586307
,100,,,,100,,100,,99.94742376
,100,,,,100,,100,,100
,100,,,,100,,98.25538233,,100
,100,,,,100,,99.42987457,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,94.11764706
,100,,,,100,,100,,100
,100,,,,100,,100,,94.11764706
,100,,,,100,,100,,99.97371188
,100,,,,99.98327088,,99.81060606,,100
,100,,,,100,,99.92424242,,100
,100,,,,100,,100,,94.09353905
,100,,,,94.98980978,,99.92435703,,94.09353905
,100,,,,94.97910793,,100,,94.09353905
,100,,,,100,,100,,90.25341131
,,,,,100,,100,,100
,,,,,99.92627593,,99.73544974,,90.25341131
,,,,,94.98281085,,100,,90.25341131
,,,,,100,,100,,100
,,,,,99.99309392,,100,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,100,,100,,100
,,,,,100,,100,,90.25341131
,,,,,94.96816805,,100,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,99.97985901,,100,,90.25341131
,,,,,99.96979967,,100,,90.25341131
,,,,,100,,99.88670695,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,100,,100,,90.25341131
,,,,,100,,100,,97.97063903
,,,,,100,,100,,89.86021744
,,,,,100,,100,,89.86021744
,,,,,100,,100,,100
,,,,,100,,99.96229261,,100
,,,,,100,,100,,100
,,,,,99.99727134,,100,,100
,,,,,100,,100,,89.86021744
,,,,,99.99727134,,100,,89.86021744
,,,,,99.97543467,,100,,89.86021744
,,,,,100,,100,,89.83802973
,,,,,100,,99.62462462,,89.86021744
,,,,,100,,99.47916667,,89.86021744
,,,,,100,,99.8515219,,100
,,,,,100,,100,,89.86021744
,,,,,100,,100,,89.86021744
,,,,,100,,100,,100
,,,,,99.97816773,,100,,89.86021744
,,,,,100,,100,,89.86021744
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,99.95581087
,,,,,100,,100,,89.82487253
,,,,,100,,100,,89.82487253
,,,,,100,,100,,100
,,,,,100,,100,,89.82487253
,,,,,99.99454476,,100,,89.82487253
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,99.85174203,,100
,,,,,100,,99.96309963,,100
,,,,,100,,97.46401645,,100
,,,,,100,,100,,100
,,,,,100,,100,,89.82487253
,,,,,100,,100,,89.82487253
,,,,,100,,99.80824545,,100
,,,,,100,,100,,89.82487253
,,,,,100,,100,,89.60088692
,,,,,99.97000518,,99.93630573,,100
,,,,,99.99454803,,100,,89.60088692
,,,,,100,,100,,89.60088692
,,,,,100,,100,,89.60088692
,,,,,100,,100,,89.55323405
,,,,,100,,100,,100
,,,,,100,,100,,89.55323405
,,,,,99.94823876,,100,,89.55323405
,,,,,100,,100,,99.68930315
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,99.90473166,,89.24205379
,,,,,100,,100,,89.24205379
,,,,,100,,100,,100
,,,,,100,,100,,89.24205379
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,99.95549622
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,99.97775801
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,100
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,99.97822063,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,99.93654822,,
,,,,,100,,99.55513187,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,99.99183407,,100,,
,,,,,99.99183629,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,99.93626514,,
,,,,,100,,100,,
,,,,,100,,93.72427984,,
,,,,,99.98640048,,94.4043941,,
,,,,,100,,99.45894335,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,100,,99.42638623,,
,,,,,100,,100,,
,,,,,100,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,93.81230663,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.92581602,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.55473098,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.92581602,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.96293551,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.88872404,,
,,,,,,,100,,
,,,,,,,99.92581602,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.77736549,,
,,,,,,,99.77736549,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.85179696,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.74160207,,
,,,,,,,99.85267035,,
,,,,,,,99.77835242,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.48867787,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.92795389,,
,,,,,,,100,,
,,,,,,,99.74811083,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.85616685,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.71987952,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.41383353,,
,,,,,,,99.76816074,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.922899,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.69230769,,
,,,,,,,100,,
,,,,,,,98.75457875,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.75457875,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.50091408,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.68619247,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.61818813,,
,,,,,,,99.9308915,,
,,,,,,,100,,
,,,,,,,99.96546961,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.82734807,,
,,,,,,,99.5532646,,
,,,,,,,99.8630606,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.86338798,,
,,,,,,,100,,
,,,,,,,97.11087035,,
,,,,,,,99.92313605,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.7698504,,
,,,,,,,96.96312364,,
,,,,,,,99.72630859,,
,,,,,,,99.48892675,,
,,,,,,,100,,
,,,,,,,96.83360258,,
,,,,,,,98.57651246,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.86394558,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.18339571,,
,,,,,,,100,,
,,,,,,,99.96594005,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.24734861,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.65647544,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.89697802,,
,,,,,,,100,,
,,,,,,,99.86268452,,
,,,,,,,100,,
,,,,,,,99.69178082,,
,,,,,,,99.76084728,,
,,,,,,,99.82940976,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.58819492,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
