Avro,,Calcite,,Cxf,,Groovy,,Zookeeper,
Release,commit,Release,commit,Release,commit,Release,commit,Release,commit
,100,,99.9883477,,91.5979862,,100,,89.47162427
,100,,100,,100,,100,,89.47162427
,100,,100,,91.5979862,,100,,89.47162427
,100,,100,,91.5979862,,100,,89.47162427
,100,,99.94177245,,91.5979862,,100,,89.55807587
,100,,100,,91.5979862,,100,,89.48808128
,90.995671,,99.9534288,,91.5979862,,100,,100
,100,,100,,91.5979862,,100,,100
,100,,100,,91.5979862,,100,,100
,100,,100,,91.5979862,,100,,89.48808128
,100,,100,,91.5979862,,100,,89.48808128
,100,,100,,91.5979862,,99.94588745,,100
,100,,100,,91.5979862,,97.72151899,,89.48808128
,100,,100,,91.5979862,,100,,100
,100,,99.94179956,,91.5979862,,100,,89.48808128
,100,,100,,91.5979862,,100,,100
,100,,100,,91.5979862,,100,,89.48808128
,100,,89.85292909,,91.5979862,,100,,89.48808128
,100,,100,,91.5979862,,100,,100
,100,,95.15792309,,91.5979862,,100,,89.48808128
,100,,99.9856713,,91.5979862,,100,,89.48808128
,100,,100,,91.56981076,,100,,89.48808128
,100,,100,,100,,100,,89.48808128
,100,,100,,100,,100,,89.48808128
,100,,100,,91.56981076,,100,,100
,100,,100,,91.56981076,,100,,89.48808128
,100,,100,,100,,100,,89.37914877
,100,,100,,91.56981076,,100,,89.48188547
,100,,99.98567746,,91.56981076,,100,,100
,100,,100,,100,,100,,89.48188547
,100,,100,,91.56981076,,100,,100
,91.01123596,,100,,91.56981076,,100,,89.48188547
,100,,100,,100,,100,,100
,91.10535406,,100,,100,,100,,89.48188547
,99.82078853,,100,,91.53230311,,100,,89.31623932
,100,,92.56323141,,91.56648926,,100,,89.5389384
,100,,100,,100,,100,,90.25619488
,100,,96.05336298,,100,,100,,90.48616932
,100,,100,,100,,100,,90.48616932
,100,,100,,100,,100,,90.48616932
,100,,100,,91.56648926,,100,,90.48616932
,100,,100,,99.97206801,,100,,90.48616932
,100,,100,,99.97206801,,100,,90.48616932
,100,,100,,100,,99.76269578,,90.48616932
,87.11683696,,99.97254256,,100,,100,,90.48616932
,100,,100,,99.96858748,,100,,90.48616932
,100,,100,,100,,100,,90.48616932
,100,,100,,100,,98.67191343,,90.48616932
,100,,100,,96.23811492,,100,,90.48616932
,100,,100,,100,,100,,90.48616932
,100,,100,,100,,100,,90.18789144
,87.87268332,,100,,100,,100,,91.16579266
,100,,100,,100,,100,,91.16579266
,100,,100,,100,,100,,99.73695747
,100,,100,,100,,100,,91.20128566
,100,,100,,100,,100,,91.20128566
,100,,99.95883362,,100,,96.77754678,,91.20128566
,100,,100,,100,,100,,91.20128566
,100,,100,,100,,100,,91.20128566
,90.66455696,,100,,100,,100,,91.20128566
,100,,100,,100,,100,,100
,100,,100,,100,,100,,91.20128566
,100,,100,,100,,100,,100
,100,,99.96569939,,100,,100,,91.20128566
,100,,100,,100,,100,,100
,98.91122278,,99.9657135,,100,,100,,91.20128566
,89.30369128,,100,,100,,100,,91.20128566
,100,,100,,100,,100,,91.20128566
,100,,98.10815976,,100,,100,,91.2886391
,100,,99.95241777,,99.93873592,,100,,100
,100,,92.98310292,,99.98637881,,100,,91.2886391
,100,,87.77148975,,100,,100,,91.2886391
,100,,100,,99.97956751,,100,,91.2886391
,100,,100,,99.98637927,,100,,91.2886391
,100,,100,,100,,100,,91.2886391
,100,,100,,100,,100,,100
,100,,100,,100,,100,,100
,100,,100,,100,,99.16186485,,91.21540313
,100,,100,,100,,100,,91.30260521
,100,,100,,100,,100,,100
,100,,100,,100,,100,,100
,100,,100,,100,,100,,100
,100,,100,,99.97735108,,100,,91.30260521
,100,,100,,100,,100,,100
,100,,100,,100,,100,,100
,100,,100,,100,,100,,91.30260521
,100,,91.01981982,,100,,100,,100
,100,,100,,100,,100,,100
,99.95751912,,100,,100,,100,,100
,100,,99.98846331,,100,,100,,91.30260521
,100,,100,,100,,100,,100
,99.83029275,,100,,100,,100,,91.30260521
,98.93162393,,99.31571496,,100,,100,,100
,100,,99.3513386,,100,,100,,91.30260521
,100,,99.8561565,,100,,100,,100
,100,,100,,100,,100,,100
,100,,100,,100,,100,,99.78251414
,100,,100,,100,,100,,91.33732535
,100,,100,,100,,100,,91.33732535
,100,,100,,100,,100,,95.51833409
,100,,100,,100,,100,,100
,100,,100,,100,,100,,87.21991701
,100,,96.57762433,,100,,100,,87.21991701
,100,,100,,100,,100,,87.21991701
,100,,100,,100,,100,,87.15824358
,100,,100,,100,,100,,87.22084367
,100,,100,,100,,99.68847352,,87.22084367
,99.91386736,,100,,100,,97.57185332,,87.22084367
,100,,100,,100,,100,,87.22084367
,100,,100,,100,,99.10588235,,87.22084367
,100,,100,,100,,100,,87.22084367
,100,,99.97437376,,100,,100,,87.22084367
,100,,100,,100,,99.76711691,,87.22084367
,100,,100,,99.96983257,,100,,87.22084367
,100,,,,100,,100,,87.22084367
,100,,,,100,,100,,87.22084367
,94.83585393,,,,99.96735391,,100,,87.22084367
,94.83585393,,,,100,,100,,87.22084367
,94.83585393,,,,100,,100,,87.22084367
,100,,,,100,,98.81006865,,87.22084367
,94.83585393,,,,100,,100,,87.22084367
,100,,,,100,,100,,87.22084367
,100,,,,100,,100,,87.22084367
,100,,,,100,,99.72972973,,100
,100,,,,100,,100,,87.22084367
,100,,,,100,,100,,87.39148408
,100,,,,100,,100,,100
,100,,,,100,,99.819982,,87.39148408
,100,,,,100,,99.819982,,90.43381535
,100,,,,99.9774017,,100,,99.92542878
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,90.36680252
,100,,,,100,,100,,90.36680252
,100,,,,100,,100,,100
,100,,,,100,,100,,90.36680252
,100,,,,100,,89.87908643,,90.36680252
,100,,,,100,,100,,96.60321015
,100,,,,100,,100,,89.84056359
,100,,,,100,,100,,89.84056359
,100,,,,100,,100,,99.92526158
,100,,,,100,,100,,99.81364145
,90.995671,,,,100,,100,,99.85124582
,90.995671,,,,100,,100,,100
,90.995671,,,,100,,100,,89.53789279
,100,,,,100,,100,,89.53789279
,100,,,,100,,100,,89.53789279
,100,,,,100,,100,,89.53789279
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,89.53789279
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,100
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,100
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,89.53402367
,100,,,,100,,95.27057754,,89.53402367
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,89.53402367
,100,,,,100,,100,,100
,100,,,,100,,100,,93.9453125
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.39285714
,100,,,,100,,100,,88.39285714
,91.04606113,,,,100,,100,,88.39285714
,100,,,,100,,100,,88.39285714
,100,,,,100,,100,,100
,100,,,,100,,100,,88.39285714
,100,,,,100,,99.90723562,,88.39285714
,100,,,,100,,100,,100
,100,,,,100,,100,,88.39285714
,100,,,,100,,100,,88.39285714
,91.04606113,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.39285714
,100,,,,100,,100,,88.39285714
,91.01123596,,,,100,,100,,100
,100,,,,100,,100,,88.39285714
,91.10535406,,,,100,,100,,88.39285714
,99.82078853,,,,100,,100,,88.39285714
,100,,,,100,,100,,88.37022133
,100,,,,100,,100,,100
,100,,,,100,,100,,88.37022133
,90.79569892,,,,100,,100,,86.68818072
,100,,,,100,,100,,86.75282714
,100,,,,100,,100,,100
,90.79569892,,,,100,,100,,86.75282714
,100,,,,100,,100,,86.75282714
,100,,,,100,,100,,86.75282714
,100,,,,97.6768501,,100,,100
,100,,,,100,,99.86111111,,86.75282714
,100,,,,100,,100,,86.75282714
,87.11683696,,,,100,,100,,100
,100,,,,100,,100,,86.75282714
,100,,,,100,,100,,100
,100,,,,100,,100,,86.75282714
,100,,,,100,,100,,88.24242424
,100,,,,100,,100,,88.95776831
,100,,,,100,,100,,99.91843393
,87.87268332,,,,100,,100,,88.88888889
,100,,,,100,,100,,88.88888889
,87.89110118,,,,100,,100,,100
,100,,,,100,,100,,88.78504673
,100,,,,100,,100,,100
,100,,,,100,,100,,88.41957057
,100,,,,99.99223321,,100,,88.41957057
,100,,,,100,,98.84341637,,88.41957057
,100,,,,100,,99.78632479,,88.35736898
,100,,,,100,,100,,88.43585237
,100,,,,100,,100,,88.43585237
,91.01123596,,,,100,,100,,88.43585237
,100,,,,100,,100,,100
,91.10535406,,,,100,,100,,88.43585237
,99.82078853,,,,100,,100,,88.43585237
,100,,,,100,,100,,100
,100,,,,100,,100,,88.43585237
,100,,,,100,,100,,88.43585237
,100,,,,100,,100,,88.43585237
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.43585237
,100,,,,100,,100,,100
,100,,,,100,,100,,88.43585237
,87.11683696,,,,100,,100,,88.43585237
,100,,,,100,,100,,97.90672053
,100,,,,100,,100,,88.78753326
,100,,,,100,,99.82993197,,88.78753326
,100,,,,100,,100,,88.78753326
,100,,,,100,,100,,88.69695832
,100,,,,100,,100,,99.85294118
,87.87268332,,,,100,,100,,88.54675178
,100,,,,100,,100,,88.54675178
,100,,,,100,,100,,100
,100,,,,100,,99.95759118,,88.54675178
,100,,,,99.9974112,,100,,88.54675178
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.54675178
,100,,,,99.96117611,,100,,88.54675178
,100,,,,100,,100,,100
,90.66455696,,,,100,,100,,100
,90.66455696,,,,100,,100,,99.0430622
,90.66455696,,,,100,,100,,88.98910184
,100,,,,100,,100,,88.92226812
,86.44351464,,,,100,,99.83050847,,100
,86.44351464,,,,100,,100,,87.87339972
,100,,,,100,,100,,100
,100,,,,100,,100,,87.87339972
,98.91122278,,,,99.98706406,,100,,100
,89.30369128,,,,100,,100,,87.87339972
,100,,,,100,,100,,87.87339972
,100,,,,100,,100,,87.87339972
,100,,,,100,,99.32885906,,87.87339972
,100,,,,100,,100,,94.35517099
,100,,,,100,,100,,100
,100,,,,100,,100,,85.12495042
,100,,,,100,,100,,86.25228519
,88.33757422,,,,100,,100,,86.25228519
,100,,,,100,,100,,86.25228519
,88.33757422,,,,100,,100,,86.25228519
,100,,,,100,,100,,86.25228519
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,86.25228519
,100,,,,100,,100,,95.21805662
,100,,,,100,,100,,100
,100,,,,100,,100,,86.61481785
,100,,,,100,,100,,86.54946852
,100,,,,100,,100,,85.33750559
,100,,,,100,,100,,100
,100,,,,100,,100,,85.33750559
,100,,,,100,,100,,85.33750559
,100,,,,100,,100,,85.33750559
,98.98175647,,,,100,,100,,86.75412611
,98.98175647,,,,100,,100,,86.80761099
,100,,,,99.55696581,,94.47827852,,86.80761099
,100,,,,100,,100,,86.80761099
,100,,,,99.43144995,,99.68341907,,86.80761099
,100,,,,100,,100,,100
,100,,,,100,,100,,86.80761099
,100,,,,100,,14.20678769,,86.80761099
,99.95751912,,,,99.98544692,,12.47511612,,100
,100,,,,100,,100,,86.80761099
,100,,,,100,,100,,86.80761099
,99.83029275,,,,100,,100,,86.80761099
,98.93162393,,,,100,,100,,86.80761099
,100,,,,100,,99.39250759,,86.80761099
,100,,,,100,,100,,86.80761099
,100,,,,100,,100,,86.80761099
,100,,,,100,,100,,98.83318928
,100,,,,100,,100,,100
,87.4839812,,,,100,,100,,86.2803579
,100,,,,99.99418097,,100,,86.20689655
,98.91122278,,,,100,,100,,99.8696219
,89.30369128,,,,100,,99.79395604,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,100,,100,,86.12765957
,100,,,,99.94764093,,100,,86.12765957
,100,,,,99.97963814,,100,,86.12765957
,100,,,,99.98545878,,100,,85.83545377
,100,,,,100,,100,,86.04651163
,100,,,,100,,100,,100
,100,,,,100,,99.86268452,,100
,100,,,,99.98837108,,100,,86.04651163
,100,,,,100,,99.62380301,,86.04651163
,100,,,,100,,100,,100
,100,,,,100,,100,,86.04651163
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98837446,,100,,100
,99.95751912,,,,99.82559154,,100,,91.55524279
,100,,,,99.98837108,,100,,100
,100,,,,100,,99.82975826,,100
,99.83029275,,,,99.97093784,,100,,100
,98.93162393,,,,99.99418942,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.9369483
,100,,,,98.17942269,,100,,100
,100,,,,100,,100,,100
,100,,,,99.71639605,,95.82318134,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.85729575,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.92441659,,100,,100
,100,,,,100,,100,,99.87401575
,100,,,,95.65161207,,100,,100
,100,,,,99.99337924,,100,,100
,100,,,,100,,100,,100
,100,,,,99.97683193,,99.85729575,,100
,100,,,,100,,100,,99.71733668
,100,,,,100,,99.92872416,,100
,100,,,,100,,100,,100
,99.9137931,,,,100,,100,,100
,98.03921569,,,,99.99338099,,100,,93.8225256
,98.03921569,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,96.55107896,,100,,100
,100,,,,99.97642135,,100,,100
,100,,,,99.95286076,,100,,100
,100,,,,100,,100,,99.8502994
,100,,,,99.92934527,,100,,100
,100,,,,99.99411522,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.64260186,,100
,99.9137931,,,,100,,100,,100
,99.9137931,,,,100,,100,,100
,97.37171464,,,,95.1316645,,100,,98.20828667
,97.37171464,,,,100,,100,,99.62811454
,100,,,,100,,100,,99.81467754
,100,,,,99.99497992,,100,,100
,100,,,,95.47997439,,99.92836676,,99.29837518
,99.9137931,,,,100,,100,,100
,99.9137931,,,,100,,100,,100
,100,,,,99.69648612,,100,,100
,100,,,,100,,99.85678482,,100
,100,,,,99.96864712,,93.31806033,,99.96315402
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.95904996,,100
,100,,,,100,,100,,100
,99.91386736,,,,100,,99.95904996,,100
,100,,,,100,,100,,100
,99.91386736,,,,94.71890003,,100,,100
,99.91386736,,,,100,,100,,100
,99.91394148,,,,100,,100,,100
,97.29053772,,,,100,,100,,100
,97.37390579,,,,100,,99.23139159,,99.81529368
,100,,,,100,,100,,99.51780415
,99.91394148,,,,99.81521965,,100,,100
,96.89054726,,,,100,,100,,99.85141159
,100,,,,100,,100,,100
,96.89054726,,,,100,,100,,100
,100,,,,100,,100,,100
,99.91394148,,,,99.98956676,,99.92,,100
,100,,,,94.26880719,,99.75980785,,100
,96.973466,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.75980785,,100
,99.59935897,,,,100,,96.49122807,,100
,100,,,,100,,100,,100
,100,,,,100,,99.96358339,,100
,100,,,,100,,99.48979592,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,98.52464915
,99.14250715,,,,97.24396362,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.85417426,,97.38857939
,100,,,,99.98731005,,79.82721382,,100
,100,,,,100,,99.35965848,,100
,100,,,,99.98731166,,99.89270386,,95.67099567
,100,,,,100,,98.17889663,,99.81252343
,100,,,,100,,100,,100
,99.95843724,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.35828877,,100
,99.25373134,,,,100,,95.78252033,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.90319458,,99.28837682
,100,,,,99.98097593,,100,,100
,99.58609272,,,,100,,100,,100
,99.83450559,,,,100,,98.01740812,,100
,99.83450559,,,,99.97781651,,100,,100
,99.83450559,,,,100,,100,,100
,99.91742362,,,,100,,100,,99.89761092
,100,,,,100,,100,,100
,99.91742362,,,,100,,100,,100
,99.91742362,,,,100,,100,,100
,99.91742362,,,,99.99366327,,100,,99.65800274
,99.91742362,,,,100,,100,,100
,99.91742362,,,,99.96832837,,99.9516441,,100
,99.71134021,,,,100,,100,,100
,100,,,,100,,100,,100
,98.55252275,,,,100,,100,,100
,98.55252275,,,,100,,100,,100
,100,,,,100,,100,,99.86282579
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.91440528,,100,,99.9314599
,100,,,,94.67818171,,99.9516441,,100
,100,,,,94.62381258,,100,,100
,99.91786448,,,,100,,100,,100
,100,,,,99.96835243,,100,,100
,90.36850921,,,,100,,100,,99.93155373
,100,,,,100,,100,,100
,100,,,,95.16091821,,100,,99.82905983
,100,,,,100,,100,,98.11511276
,98.85198852,,,,93.00339758,,100,,100
,100,,,,92.98857486,,100,,100
,100,,,,100,,100,,100
,99.92125984,,,,100,,99.80648283,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.46962392,,100
,100,,,,92.98857486,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,92.97502029,,100,,100
,100,,,,99.99470367,,100,,100
,100,,,,100,,99.80842912,,100
,100,,,,100,,99.85687023,,100
,100,,,,92.969431,,100,,100
,100,,,,99.97219519,,100,,100
,100,,,,99.98957175,,100,,100
,100,,,,96.91716136,,100,,100
,100,,,,95.32107749,,100,,100
,98.95913647,,,,93.52771181,,99.90467112,,100
,90.46372476,,,,93.59469275,,100,,100
,98.9427634,,,,93.59469275,,100,,100
,100,,,,100,,100,,100
,100,,,,93.59469275,,100,,100
,100,,,,93.57745673,,100,,100
,100,,,,99.98145155,,100,,100
,100,,,,100,,100,,100
,95.40186916,,,,93.5587209,,100,,100
,100,,,,100,,100,,100
,100,,,,93.5587209,,100,,100
,100,,,,93.26970497,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.9047619,,100
,100,,,,93.26970497,,100,,100
,99.37718957,,,,100,,100,,100
,100,,,,93.26970497,,100,,100
,100,,,,93.26970497,,100,,99.93373095
,100,,,,93.86001304,,100,,100
,100,,,,99.98991529,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98319271,,100,,100
,99.37718957,,,,100,,99.76156414,,100
,100,,,,94.03714886,,98.83612663,,99.80099502
,99.37718957,,,,100,,100,,100
,100,,,,94.03714886,,100,,100
,100,,,,100,,100,,100
,100,,,,99.9899119,,100,,100
,100,,,,100,,99.81884058,,100
,100,,,,99.98318367,,100,,99.43745864
,100,,,,100,,100,,100
,100,,,,100,,100,,98.30065359
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,94.00663012,,100,,100
,100,,,,99.98397487,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.54975236,,100
,99.92242048,,,,100,,99.86553115,,100
,100,,,,100,,99.8655914,,100
,100,,,,94.02402205,,99.68736043,,100
,100,,,,100,,99.51024043,,99.67741935
,100,,,,100,,100,,100
,100,,,,94.02402205,,100,,99.87154785
,100,,,,100,,99.64381122,,100
,100,,,,94.02402205,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.71153846
,100,,,,94.02402205,,100,,100
,100,,,,100,,100,,99.2944195
,95.06454062,,,,94.02402205,,100,,97.43510507
,99.92553984,,,,100,,100,,100
,100,,,,100,,100,,100
,95.49005682,,,,94.02402205,,100,,100
,100,,,,100,,100,,100
,99.8982706,,,,94.02402205,,100,,100
,100,,,,100,,100,,99.88112927
,100,,,,94.02402205,,100,,100
,100,,,,94.02402205,,98.45173042,,100
,100,,,,94.02402205,,100,,100
,90.27088897,,,,100,,100,,100
,100,,,,100,,100,,99.9109528
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,94.02402205,,100,,100
,100,,,,94.02402205,,100,,99.46996466
,90.29618083,,,,93.89455727,,100,,98.48042081
,100,,,,100,,100,,100
,100,,,,93.89455727,,100,,100
,100,,,,93.89455727,,100,,100
,100,,,,93.89455727,,100,,100
,100,,,,93.87058669,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,97.43290548
,100,,,,100,,100,,99.94182664
,100,,,,93.87058669,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,88.80813953
,100,,,,100,,100,,100
,100,,,,93.87058669,,100,,100
,100,,,,100,,100,,98.48749273
,100,,,,100,,100,,100
,100,,,,100,,100,,96.16055846
,100,,,,100,,100,,100
,100,,,,93.87058669,,100,,100
,100,,,,93.87058669,,100,,100
,100,,,,93.87058669,,100,,100
,93.59831164,,,,93.85518848,,100,,99.94186047
,100,,,,93.87259726,,100,,98.57806152
,100,,,,93.86336056,,99.39337378,,100
,100,,,,99.99664001,,100,,38.87530562
,100,,,,100,,100,,100
,99.92977528,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98656095,,100,,100
,100,,,,100,,100,,97.2046589
,100,,,,99.98656185,,100,,68.27427822
,100,,,,100,,100,,99.84301413
,100,,,,99.99664046,,100,,100
,100,,,,100,,99.67350746,,98.54624188
,100,,,,100,,99.90697674,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,99.93898719
,100,,,,100,,100,,98.4596039
,100,,,,99.98320513,,100,,100
,99.54513646,,,,93.84938199,,100,,99.80576238
,100,,,,100,,100,,100
,100,,,,93.84938199,,100,,100
,99.75652174,,,,100,,100,,100
,100,,,,100,,100,,99.35773924
,100,,,,100,,100,,99.26611359
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,99.54861111,,,,100,,100,,100
,100,,,,100,,99.76798144,,100
,100,,,,99.96642718,,100,,100
,100,,,,93.8534124,,100,,100
,100,,,,92.60950031,,100,,100
,100,,,,99.98809382,,100,,100
,100,,,,92.61304053,,99.76883957,,100
,100,,,,92.61304053,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,92.61304053,,100,,99.23396106
,100,,,,100,,99.49355433,,100
,100,,,,92.59876029,,100,,100
,100,,,,92.6153182,,100,,100
,100,,,,92.60882989,,100,,100
,100,,,,100,,99.12603496,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.90800368,,99.05511811
,100,,,,99.99403377,,100,,100
,100,,,,92.60219835,,100,,100
,99.54923717,,,,92.59339302,,99.90817264,,99.93792675
,100,,,,99.99403448,,100,,99.72144847
,100,,,,100,,100,,100
,100,,,,92.58767597,,100,,100
,92.57142857,,,,100,,98.99313501,,100
,100,,,,92.58767597,,98.7804878,,100
,99.76108309,,,,92.58767597,,100,,100
,100,,,,92.58767597,,100,,100
,100,,,,92.57554224,,100,,100
,100,,,,92.57554224,,99.77688532,,100
,99.84147952,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99403519,,100,,100
,100,,,,100,,100,,100
,100,,,,99.98509109,,100,,100
,100,,,,100,,100,,100
,100,,,,99.99105652,,100,,100
,100,,,,100,,100,,100
,100,,,,99.97913748,,100,,100
,100,,,,92.62228138,,100,,100
,100,,,,92.62228138,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.73392461,,100
,100,,,,100,,100,,100
,100,,,,95.82212326,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,93.55254472,,100,,100
,100,,,,96.4254472,,100,,96.99882767
,100,,,,94.00998336,,100,,99.75786925
,100,,,,94.00998336,,100,,100
,100,,,,94.00998336,,100,,82.60207963
,100,,,,93.97234115,,100,,82.55696203
,100,,,,93.97234115,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,100,,100
,100,,,,100,,99.95586937,,100
,100,,,,93.97234115,,100,,100
,100,,,,99.98817128,,100,,100
,100,,,,93.98392016,,100,,100
,100,,,,100,,100,,82.65691959
,100,,,,100,,100,,82.65691959
,100,,,,100,,99.91181658,,82.65691959
,100,,,,93.98392016,,100,,98.16350711
,100,,,,93.98392016,,99.64773228,,83.25370883
,100,,,,100,,100,,83.25370883
,100,,,,100,,99.86807388,,83.25370883
,100,,,,100,,100,,100
,100,,,,100,,100,,83.25370883
,100,,,,95.06304498,,100,,83.25370883
,100,,,,100,,100,,83.25370883
,100,,,,91.24311637,,100,,84.76786646
,100,,,,91.24311637,,100,,84.76786646
,100,,,,100,,100,,84.76786646
,100,,,,100,,100,,100
,100,,,,99.98162384,,99.86830553,,100
,100,,,,91.22706767,,100,,84.76786646
,100,,,,91.22706767,,100,,84.70772443
,100,,,,100,,100,,100
,100,,,,92.59210913,,100,,99.95322732
,100,,,,99.98952258,,100,,100
,100,,,,91.24496193,,100,,100
,100,,,,91.24496193,,99.82479194,,100
,100,,,,100,,100,,84.63949843
,100,,,,91.23065114,,99.95625547,,84.63949843
,100,,,,91.23065114,,100,,84.63949843
,100,,,,91.22964195,,100,,81.65038002
,100,,,,91.22964195,,100,,81.68746609
,100,,,,91.22964195,,100,,81.68746609
,100,,,,99.98819258,,100,,99.64859438
,100,,,,91.22728436,,100,,82.09468395
,100,,,,91.22728436,,100,,82.09468395
,100,,,,91.22728436,,100,,82.09468395
,97.37817797,,,,91.22728436,,100,,82.09468395
,99.92025518,,,,100,,100,,100
,100,,,,94.41302701,,100,,100
,100,,,,100,,100,,82.09468395
,100,,,,90.54236738,,100,,100
,100,,,,100,,99.47529515,,82.09468395
,100,,,,90.54236738,,100,,100
,100,,,,90.54236738,,100,,82.09468395
,100,,,,99.98603011,,100,,82.13340392
,100,,,,90.53436765,,99.95629371,,82.13340392
,100,,,,90.53436765,,100,,82.13340392
,100,,,,100,,99.60818459,,100
,100,,,,100,,100,,82.13340392
,100,,,,100,,100,,82.13340392
,100,,,,100,,100,,100
,99.73418394,,,,100,,100,,82.13340392
,100,,,,100,,100,,82.13340392
,100,,,,90.53436765,,100,,100
,99.86677325,,,,90.52213394,,100,,100
,100,,,,100,,100,,82.13340392
,100,,,,100,,100,,82.13340392
,100,,,,100,,100,,82.13340392
,100,,,,90.52213394,,98.14395654,,100
,100,,,,90.52213394,,98.14395654,,100
,100,,,,100,,100,,100
,100,,,,99.97556804,,100,,100
,100,,,,100,,100,,100
,100,,,,90.5126264,,100,,82.13340392
,100,,,,100,,100,,96.54839488
,100,,,,90.5126264,,100,,100
,100,,,,100,,100,,80.95358864
,100,,,,90.5126264,,100,,80.95358864
,100,,,,90.5126264,,99.86984816,,100
,100,,,,100,,100,,100
,99.9733191,,,,100,,100,,100
