NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,a2a,Tag
78,3862,1786,2076,5648,15,1,16,40,731,2,19,5.081794761,108,3,112,3,761,758,3,23437,23316,121,408,408,0,91.98755617,Arch
79,1800,3877,2077,5677,3,8,11,39,573,3,20,5.08949107,2292,2,624,3,644,640,4,22607,22180,427,194,191,3,91.98755617,Arch
82,3871,1779,2092,5650,15,1,16,28,736,3,22,5.085361816,108,3,1761,8,1830,1822,8,80477,80247,230,856,853,3,92.00055312,Arch
78,1778,3877,2099,5655,2,8,10,14,584,3,19,5.072521751,2292,2,1761,9,615,615,0,18987,18987,0,283,283,0,92.00055312,Arch
148,3871,8461,4590,12332,15,69,84,15,1690,5,46,6.505828114,6795,2,122,1,45,45,0,1747,1747,0,22,22,0,91.5979862,Arch
148,8468,3878,4590,12346,72,8,80,14,425,5,46,6.504236405,2292,1,12,3,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,3878,8462,4584,12340,16,71,87,15,1691,5,46,6.508838231,6797,2,123,2,79,79,0,2522,2523,1,43,43,0,91.5979862,Arch
148,8468,3878,4590,12346,72,8,80,14,425,5,46,6.504236405,2292,1,121,1,57,57,0,1368,1351,17,34,34,0,91.5979862,Arch
148,3872,8462,4590,12334,15,71,86,15,1690,5,46,6.505948853,6797,2,44,0,0,0,0,0,0,0,0,0,0,91.5979862,Arch
148,8468,3878,4590,12346,72,8,80,14,425,5,46,6.504236405,2292,1,44,0,0,0,0,1691,171,1520,0,0,0,91.5979862,Arch
148,3953,8448,4495,12401,15,71,86,15,1682,5,46,6.508388788,6797,2,6,2,40982,40709,273,1611606,1568283,43323,18517,18414,103,91.5979862,Arch
146,8395,3941,4454,12336,72,8,80,14,435,5,46,6.489945387,2345,1,45,1,0,0,0,0,0,0,0,0,0,91.5979862,Arch
146,3935,8389,4454,12324,15,71,86,16,1678,5,46,6.491645776,6797,2,46,2,765,764,1,34492,34373,119,470,470,0,91.5979862,Arch
146,8395,3941,4454,12336,72,8,80,14,435,5,46,6.489945387,2345,1,122,2,833,822,11,61972,60997,975,464,459,5,91.5979862,Arch
147,3971,8389,4418,12360,16,71,87,16,1677,5,47,6.501468336,6797,2,97,0,16668,16668,0,585237,584823,414,5300,5300,0,91.5979862,Arch
146,8395,3941,4454,12336,72,8,80,14,435,5,46,6.489945387,2345,1,97,0,0,0,0,0,0,0,0,0,0,91.5979862,Arch
148,3935,8398,4463,12333,15,71,86,27,1676,6,48,6.496288377,6797,2,125,3,0,0,0,0,0,0,0,0,0,91.5979862,Arch
148,8404,3941,4463,12345,74,8,82,26,425,6,48,6.494585738,2345,1,98,1,2643,2584,59,130719,128832,1887,1270,1251,19,91.5979862,Arch
149,3942,8399,4457,12341,15,71,86,27,1676,7,49,6.499877785,6797,2,37,0,0,0,0,0,0,0,0,0,0,91.5979862,Arch
148,8404,3941,4463,12345,74,8,82,26,425,6,48,6.494585738,2345,1,37,0,1037,1033,4,38251,38049,202,499,498,1,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,1762,2,85,83,2,6967,6602,365,49,48,1,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,1762,5,2899,2897,2,148244,148395,151,1570,1569,1,91.5979862,Arch
150,4080,8518,4438,12598,15,71,86,59,1669,7,50,6.513126624,6797,2,99,2,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,99,2,4975,4904,71,259426,255049,4377,2703,2661,42,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,126,4,43,41,2,3037,2957,80,29,27,2,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,123,2,0,14,14,0,549,549,0,12,12,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,127,5,221,218,3,11297,11148,149,69,69,0,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,124,3,372,372,0,22611,22611,0,361,361,0,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,1764,3,1001,997,4,41240,40949,291,568,565,3,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,1763,3,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,128,6,60,57,3,3110,3003,107,31,28,3,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,125,4,1606,1605,1,105036,104933,103,1485,1484,1,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,47,3,11,10,1,1018,1003,15,7,7,0,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,46,2,7063,7006,57,357444,355417,2027,3692,3666,26,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1676,7,49,6.507850682,6797,2,48,4,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,425,7,49,6.506198634,2345,1,47,3,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,4087,8517,4430,12604,15,71,86,27,1674,7,49,6.506398834,6797,2,49,5,556,555,1,41568,41485,83,493,492,1,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,427,7,49,6.506198634,2345,1,48,4,0,0,0,0,0,0,0,0,0,91.5979862,Arch
149,4067,8517,4450,12584,15,71,86,27,1674,7,49,6.507850682,6797,2,1765,4,2888,2869,19,184866,183961,905,1710,1703,7,91.5979862,Arch
149,8523,4073,4450,12596,74,8,82,26,427,7,49,6.506198634,2345,1,1764,4,259,240,19,7950,7040,910,89,71,18,91.5979862,Arch
155,4866,8464,3598,13330,21,69,90,27,1561,7,51,6.584669805,6721,2,625,1,0,0,0,0,0,0,0,0,0,91.56981076,Arch
160,8369,5121,3248,13490,67,14,81,26,395,7,55,6.6229087,3112,1,100,3,92,92,0,3019,2995,24,21,21,0,91.56981076,Arch
155,4866,8464,3598,13330,21,64,85,27,1561,7,51,6.584669805,6501,2,627,3,16834,16834,0,596967,595879,1088,7246,7246,0,91.56981076,Arch
160,8369,5121,3248,13490,67,14,81,26,395,7,55,6.6229087,3112,1,1765,5,340,337,3,11188,11046,142,70,69,1,91.56981076,Arch
155,4865,8464,3599,13329,21,64,85,27,1561,7,51,6.584720821,6501,2,1767,6,72,72,0,6478,6244,234,48,48,0,91.56981076,Arch
160,8369,5120,3249,13489,67,14,81,26,395,7,55,6.62296067,3111,1,126,5,0,0,0,0,0,0,0,0,0,91.56981076,Arch
155,4865,8464,3599,13329,21,64,85,27,1561,7,51,6.584720821,6501,2,628,4,0,0,0,0,0,0,0,0,0,91.56981076,Arch
167,8774,5212,3562,13986,72,13,85,26,381,7,56,6.70960711,2293,1,44,0,0,0,0,0,0,0,0,0,0,91.53230311,Arch
155,4891,8502,3611,13393,21,64,85,27,1557,7,51,6.592853262,6501,2,44,0,873,777,96,48326,42001,6325,405,352,53,91.56648926,Arch
160,8407,5190,3217,13597,67,11,78,26,395,7,55,6.629878545,2616,1,625,1,774,773,1,63710,63591,119,543,542,1,91.56648926,Arch
5,112,4,108,116,4,0,4,82,290,2,3,1.404913477,0,6,1039,2,1708,1707,1,84265,84234,31,787,787,0,96.23811492,Arch
1,27,16,11,43,0,0,0,7,251,1,1,0,0,5,682,6,,,,,,,,,,97.6768501,Arch
3,26,17,9,43,1,0,1,10,890,2,3,1.365201272,0,3,1321,21,,,,,,,,,,95.65161207,Arch
6,496,94,402,590,5,0,5,73,143,2,3,1.819860782,0,1,539,3,,,,,,,,,,96.55107896,Arch
34,392,0,392,392,34,0,34,1,0,1,7,2.72319443,0,1,1331,19,,,,,,,,,,95.1316645,Arch
5,31,6,25,37,3,0,3,18,780,2,4,2.039801005,0,3,356,0,,,,,,,,,,95.47997439,Arch
7,404,246,158,650,0,0,0,124,529,1,7,1.945498492,0,2,1335,17,,,,,,,,,,94.71890003,Arch
4,181,4,177,185,2,0,2,11,456,3,4,0.866084366,0,1,499,10,,,,,,,,,,94.26880719,Arch
23,1969,58,1911,2027,17,0,17,28,209,2,10,3.967662873,0,1,1339,7,,,,,,,,,,97.24396362,Arch
31,655,640,15,1295,0,0,0,87,64,1,4,4.147865312,0,1,564,17,,,,,,,,,,94.67818171,Arch
280,2639,2611,28,5250,0,0,0,86,207,4,90,7.104122895,0,1,557,10,,,,,,,,,,94.62381258,Arch
38,466,576,110,1042,0,2,2,127,824,2,23,4.661556328,74,2,1352,13,,,,,,,,,,95.16091821,Arch
334,3523,3562,39,7085,2,3,5,126,592,5,116,7.425498966,132,10,565,18,,,,,,,,,,93.00339758,Arch
349,3622,3735,113,7357,3,2,5,127,242,5,123,7.495769679,132,10,1354,13,,,,,,,,,,92.98857486,Arch
353,3727,3708,19,7435,3,1,4,126,584,5,127,7.513754842,56,10,517,4,,,,,,,,,,92.98857486,Arch
357,3720,3886,166,7606,6,2,8,127,253,5,129,7.533500492,132,10,76,3,,,,,,,,,,92.97502029,Arch
365,3913,3872,41,7785,4,2,6,126,534,5,132,7.554992897,91,10,566,19,,,,,,,,,,92.969431,Arch
41,794,162,632,956,17,0,17,89,0,1,5,4.86977578,0,1,569,22,,,,,,,,,,96.91716136,Arch
122,645,11949,11304,12594,1,63,64,90,977,1,7,6.443133141,7694,1,570,22,,,,,,,,,,95.32107749,Arch
453,15453,5008,10445,20461,93,3,96,127,290,5,135,7.729049839,209,10,558,10,,,,,,,,,,93.52771181,Arch
452,4920,15589,10669,20509,5,84,89,126,643,5,135,7.727163063,11357,10,571,23,,,,,,,,,,93.59469275,Arch
454,15455,5050,10405,20505,93,3,96,127,288,5,136,7.730321291,219,10,523,10,,,,,,,,,,93.59469275,Arch
453,5079,15621,10542,20700,5,84,89,126,640,5,136,7.725814236,11357,10,572,22,,,,,,,,,,93.59469275,Arch
457,15611,5217,10394,20828,93,3,96,127,293,5,137,7.742573251,219,10,229,0,,,,,,,,,,93.57745673,Arch
459,5173,15930,10757,21103,5,87,92,126,628,5,139,7.759813655,11535,10,573,21,,,,,,,,,,93.5587209,Arch
462,15820,5320,10500,21140,97,3,100,127,291,6,141,7.768104004,219,10,524,7,,,,,,,,,,93.5587209,Arch
458,5194,15782,10588,20976,5,84,89,126,634,6,139,7.748468876,11357,10,574,22,,,,,,,,,,93.26970497,Arch
462,15674,5341,10333,21015,94,3,97,127,291,6,142,7.757868363,219,10,61,0,,,,,,,,,,93.26970497,Arch
461,5215,15814,10599,21029,5,84,89,126,629,6,142,7.755957459,11357,10,578,26,,,,,,,,,,93.26970497,Arch
466,15700,5368,10332,21068,94,3,97,127,287,6,145,7.765165762,219,10,62,1,,,,,,,,,,93.26970497,Arch
16,288,240,48,528,4,0,4,128,484,2,9,2.619859052,0,6,1360,12,,,,,,,,,,93.86001304,Arch
481,5506,16258,10752,21764,5,85,90,126,606,6,147,7.810608139,11408,10,579,27,,,,,,,,,,94.03714886,Arch
483,16146,5641,10505,21787,102,3,105,128,287,6,148,7.818324898,219,10,281,0,,,,,,,,,,94.03714886,Arch
492,5563,16619,11056,22182,7,87,94,126,599,7,155,7.851114832,11554,10,581,26,,,,,,,,,,94.00663012,Arch
492,16295,5700,10595,21995,102,3,105,128,287,7,153,7.843487649,219,10,566,11,,,,,,,,,,94.02402205,Arch
491,5577,16438,10861,22015,7,85,92,126,595,7,153,7.841224566,11408,10,587,32,,,,,,,,,,94.02402205,Arch
493,16515,5702,10813,22217,103,3,106,128,289,7,154,7.84600204,219,10,569,13,,,,,,,,,,94.02402205,Arch
492,5579,16441,10862,22020,7,84,91,126,595,7,153,7.842314682,10916,10,589,32,,,,,,,,,,94.02402205,Arch
493,16298,5702,10596,22000,101,3,104,128,287,7,153,7.844577944,219,10,283,2,,,,,,,,,,94.02402205,Arch
493,5588,16457,10869,22045,7,85,92,126,592,7,153,7.844148512,11408,10,591,34,,,,,,,,,,94.02402205,Arch
493,16425,5737,10688,22162,100,3,103,129,287,7,153,7.854098117,219,10,1365,13,,,,,,,,,,94.02402205,Arch
492,5614,16568,10954,22182,7,82,89,126,592,7,153,7.851852339,11154,10,593,28,,,,,,,,,,94.02402205,Arch
494,16465,5738,10727,22203,101,3,104,129,292,7,154,7.85893682,219,10,574,16,,,,,,,,,,94.02402205,Arch
492,5614,16568,10954,22182,7,85,92,126,592,7,153,7.851852339,11408,10,594,29,,,,,,,,,,94.02402205,Arch
493,16430,5751,10679,22181,100,3,103,129,292,7,153,7.856034142,219,10,575,17,,,,,,,,,,94.02402205,Arch
492,5628,16573,10945,22201,7,85,92,126,592,7,153,7.853788595,11408,10,599,33,,,,,,,,,,94.02402205,Arch
495,16498,5752,10746,22250,101,3,104,129,291,7,155,7.864478191,219,10,1366,9,,,,,,,,,,93.89455727,Arch
494,5629,16641,11012,22270,7,86,93,126,586,7,155,7.86223604,11460,10,600,34,,,,,,,,,,93.89455727,Arch
496,16501,5755,10746,22256,101,3,104,129,291,7,156,7.865943404,219,10,577,19,,,,,,,,,,93.89455727,Arch
494,5629,16641,11012,22270,7,86,93,126,586,7,155,7.86223604,11460,10,601,35,,,,,,,,,,93.89455727,Arch
495,16588,5787,10801,22375,101,3,104,129,289,7,155,7.868645093,219,10,578,20,,,,,,,,,,93.87058669,Arch
497,5689,16760,11071,22449,7,86,93,126,583,7,155,7.876588965,11460,10,602,36,,,,,,,,,,93.87058669,Arch
498,16603,5797,10806,22400,102,3,105,129,288,7,155,7.878318602,219,10,144,0,,,,,,,,,,93.87058669,Arch
499,5678,16783,11105,22461,7,86,93,126,580,7,156,7.880934331,11460,10,606,39,,,,,,,,,,93.87058669,Arch
500,16674,5801,10873,22475,102,3,105,129,286,7,156,7.88650567,219,10,582,24,,,,,,,,,,93.87058669,Arch
499,5678,16783,11105,22461,7,86,93,126,580,7,156,7.880934331,11460,10,607,39,,,,,,,,,,93.87058669,Arch
502,16817,5801,11016,22618,104,3,107,129,285,7,158,7.894012817,219,10,583,25,,,,,,,,,,93.85518848,Arch
499,5678,16783,11105,22461,7,86,93,126,580,7,156,7.880934331,11460,10,608,39,,,,,,,,,,93.87259726,Arch
501,16719,5802,10917,22521,103,3,106,129,286,7,157,7.889294636,219,10,200,1,,,,,,,,,,93.86336056,Arch
508,5789,17540,11751,23329,7,87,94,126,558,7,159,7.925681323,11560,10,609,38,,,,,,,,,,93.84938199,Arch
509,17398,5912,11486,23310,104,3,107,129,286,7,159,7.927715396,219,11,586,27,,,,,,,,,,93.84938199,Arch
519,5820,17671,11851,23491,7,88,95,126,493,7,163,7.946782451,11615,2,611,38,,,,,,,,,,93.8534124,Arch
521,17601,5955,11646,23556,106,3,109,130,292,7,163,7.952619824,219,3,1379,19,,,,,,,,,,92.60950031,Arch
520,5832,17744,11912,23576,7,88,95,126,492,7,163,7.950489125,11615,2,612,39,,,,,,,,,,92.61304053,Arch
521,17607,5959,11648,23566,106,3,109,130,292,7,163,7.95241009,219,3,538,14,,,,,,,,,,92.61304053,Arch
523,5854,17781,11927,23635,7,88,95,126,492,7,166,7.955465799,11615,2,613,40,,,,,,,,,,92.61304053,Arch
527,18031,5983,12048,24014,109,3,112,130,285,7,169,7.959197756,219,3,590,28,,,,,,,,,,92.59876029,Arch
524,5860,17787,11927,23647,7,88,95,126,491,7,167,7.957714508,11615,2,615,41,,,,,,,,,,92.6153182,Arch
526,17747,6002,11745,23749,107,3,110,130,285,7,167,7.966209156,219,3,1383,23,,,,,,,,,,92.60882989,Arch
530,5937,18167,12230,24104,7,88,95,126,491,7,170,7.985759979,11615,2,616,29,,,,,,,,,,92.60219835,Arch
534,18294,6064,12230,24358,111,3,114,131,289,7,170,7.995671694,219,3,1384,19,,,,,,,,,,92.59339302,Arch
535,5941,18477,12536,24418,7,89,96,126,485,7,171,7.999102559,11784,2,523,0,,,,,,,,,,92.58767597,Arch
539,18323,6076,12247,24399,112,3,115,132,283,7,171,8.003685522,219,3,1385,20,,,,,,,,,,92.58767597,Arch
538,5957,18492,12535,24449,7,89,96,126,483,7,171,8.002251085,11789,2,617,24,,,,,,,,,,92.58767597,Arch
540,18324,6093,12231,24417,112,3,115,132,283,7,172,8.003900727,219,3,204,4,,,,,,,,,,92.58767597,Arch
543,5978,18966,12988,24944,7,90,97,126,478,7,172,8.029146839,11913,2,618,24,,,,,,,,,,92.57554224,Arch
543,18807,6167,12640,24974,115,3,118,132,282,7,172,8.02662878,209,3,1386,20,,,,,,,,,,92.57554224,Arch
574,7322,19680,12358,27002,12,98,110,126,456,7,183,8.081647371,12497,2,619,10,,,,,,,,,,92.62228138,Arch
575,19349,7545,11804,26894,120,7,127,134,258,7,184,8.076853002,1420,3,236,5,,,,,,,,,,92.62228138,Arch
4,215,29,186,244,1,0,1,14,263,1,3,1.535398149,0,1,553,18,,,,,,,,,,95.82212326,Arch
585,7930,20349,12419,28279,14,94,108,126,449,7,188,8.102472934,12349,2,620,8,,,,,,,,,,93.55254472,Arch
6,1046,26,1020,1072,5,0,5,2,0,1,2,2.296085547,0,1,621,9,,,,,,,,,,96.4254472,Arch
589,20002,9170,10832,29172,123,11,134,136,267,7,188,8.094715457,2270,3,591,2,,,,,,,,,,94.00998336,Arch
589,8950,20349,11399,29299,18,95,113,126,441,7,188,8.101665525,12484,2,622,9,,,,,,,,,,94.00998336,Arch
592,20311,9226,11085,29537,122,13,135,137,268,7,188,8.085191284,2911,3,1395,13,,,,,,,,,,94.00998336,Arch
597,9511,20637,11126,30148,23,95,118,126,437,7,191,8.115309306,12484,2,623,8,,,,,,,,,,93.97234115,Arch
597,20319,9715,10604,30034,121,18,139,138,262,7,190,8.111075472,3404,3,1396,13,,,,,,,,,,93.97234115,Arch
597,9595,20693,11098,30288,23,95,118,126,437,7,191,8.116145164,12504,2,624,8,,,,,,,,,,93.97234115,Arch
599,20496,10045,10451,30541,121,15,136,139,251,7,190,8.109592566,2275,3,558,12,,,,,,,,,,93.98392016,Arch
600,9942,20953,11011,30895,23,95,118,126,432,7,191,8.107194518,12504,2,626,10,,,,,,,,,,93.98392016,Arch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,19,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,556,555,1,41568,41485,83,493,492,1,100,NoArch
1,94,3,91,97,0,0,0,20,62,1,1,0,0,3,427,64,656,648,8,29552,29429,123,191,189,2,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,11,1218,1215,3,93008,92754,254,859,857,2,100,NoArch
4,112,0,112,112,4,0,4,1,0,1,1,1.780376589,0,1,888,14,,,,,,,,,,99.821464,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,10,,,,,,,,,,100,NoArch
3,92,40,52,132,1,0,1,20,52,1,3,1.530926423,0,1,34,5,,,,,,,,,,99.48867787,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,181,,,,,,,,,,100,NoArch
2,11,6,5,17,0,0,0,29,1168,1,2,0.522559375,0,3,576,23,,,,,,,,,,100,NoArch
1,1,1,0,2,0,0,0,4,105,1,1,0,0,1,998,8,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,68,3783,3766,17,178235,177333,902,2161,2157,4,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,19,,,,,,,,,,100,NoArch
1,494,181,313,675,0,0,0,6,141,1,1,0,0,1,104,3,,,,,,,,,,98.83612663,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,96,1464,1480,16,79524,79835,311,890,895,5,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,,,,,,,,,,100,NoArch
1,11,3,8,14,0,0,0,13,317,1,1,0,0,5,9,0,,,,,,,,,,100,NoArch
3,85,0,85,85,3,0,3,1,0,1,1,1.49953912,0,1,532,11,,,,,,,,,,99.76798144,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,70,69,1,3147,2995,152,31,30,1,100,NoArch
1,2,2,0,4,0,0,0,35,12,1,1,0,0,8,3,0,,,,,,,,,,100,NoArch
2,1,2,1,3,0,0,0,23,212,1,2,0.918295834,0,8,2071,6,,,,,,,,,,100,NoArch
1,9,0,9,9,1,0,1,59,0,1,1,0,0,4,708,59,0,0,0,0,0,0,0,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,5,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,17,,,,,,,,,,100,NoArch
1,21,1,20,22,0,0,0,6,0,1,1,0,0,1,62,2,833,822,11,61972,60997,975,464,459,5,100,NoArch
3,36,37,1,73,0,0,0,21,8,1,2,0.550305389,0,7,11,4,,,,,,,,,,99.51024043,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,65,275,274,1,8984,8963,21,73,73,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,179,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,85,644,604,40,29362,26641,2721,359,333,26,100,NoArch
39,1066,3393,2327,4459,1,21,22,317,62,1,11,4.344773426,2344,1,343,31,,,,,,,,,,98.09713664,NoArch
1,1,0,1,1,1,0,1,6,44,1,1,0,0,3,14,7,,,,,,,,,,100,NoArch
5,90,85,5,175,0,0,0,12,59,1,3,1.59068258,0,4,59,4,1095,1093,2,43984,43865,119,652,651,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,100,NoArch
5,67,21,46,88,4,0,4,57,19,1,4,1.84844153,0,1,188,48,149,149,0,2818,2805,13,23,23,0,100,NoArch
1,3,0,3,3,1,0,1,6,122,1,1,0,0,1,643,39,20,20,0,1134,1103,31,8,8,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,,,,,,,,,,100,NoArch
1,17,1,16,18,0,0,0,77,0,1,1,0,0,10,309,8,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,3,,,,,,,,,,100,NoArch
1,2,0,2,2,1,0,1,2,72,1,1,0,0,1,223,33,1015,993,22,38971,38036,935,441,430,11,100,NoArch
1,15,5,10,20,0,0,0,327,1,1,1,0,0,25,6,1,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,6,,,,,,,,,,100,NoArch
1,55,44,11,99,0,0,0,193,24,1,1,0,0,17,9,0,,,,,,,,,,100,NoArch
1,35,3,32,38,0,0,0,8,24,1,1,0,0,2,341,17,,,,,,,,,,100,NoArch
1,3,5,2,8,0,0,0,5,400,1,1,0,0,2,411,4,,,,,,,,,,100,NoArch
1,17,1,16,18,0,0,0,139,65,1,1,0,0,3,630,26,464,464,0,11658,11660,2,175,175,0,100,NoArch
2,10,0,10,10,2,0,2,7,24,1,2,0.970950594,0,1,343,70,1441,1439,2,60143,60043,100,685,682,3,100,NoArch
2,5,2,3,7,1,0,1,202,169,1,2,0.985228136,0,4,660,21,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,5,0,0,0,0,0,0,0,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,100,NoArch
8,44,30,14,74,0,0,0,176,420,1,5,2.63564406,0,3,8,2,,,,,,,,,,100,NoArch
4,2007,389,1618,2396,1,0,1,74,0,1,2,1.169687736,0,4,579,24,,,,,,,,,,99.93932039,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,288,276,12,14005,13770,235,101,96,5,100,NoArch
1,0,1,1,1,0,0,0,394,92,1,1,0,0,27,797,3,,,,,,,,,,100,NoArch
1,18,0,18,18,1,0,1,30,0,1,1,0,0,9,8,8,,,,,,,,,,100,NoArch
1,1,1,0,2,0,0,0,14,0,1,1,0,0,1,538,88,0,0,0,0,0,0,0,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,,,,,,,,,,100,NoArch
2,0,4,4,4,0,0,0,71,0,1,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,100,NoArch
2,44,19,25,63,1,0,1,165,5,1,2,0.276195428,0,3,745,77,506,504,2,32107,32058,49,472,471,1,100,NoArch
1,922,950,28,1872,0,0,0,216,22,1,1,0,0,19,26,26,,,,,,,,,,100,NoArch
1,5,0,5,5,1,0,1,184,3,1,1,0,0,3,534,18,,,,,,,,,,100,NoArch
1,13,7,6,20,0,0,0,2,0,1,1,0,0,2,179,24,,,,,,,,,,100,NoArch
1,1,1,0,2,0,0,0,16,588,1,1,0,0,3,412,5,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,31,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,,,,,,,,,,100,NoArch
1,1,0,1,1,1,0,1,19,14,1,1,0,0,3,38,9,1228,1199,29,60027,58952,1075,605,598,7,100,NoArch
1,36,8,28,44,0,0,0,34,786,1,1,0,0,11,13,5,,,,,,,,,,100,NoArch
1,24,0,24,24,1,0,1,146,27,1,1,0,0,13,126,6,,,,,,,,,,100,NoArch
3,42,1,41,43,2,0,2,26,3,1,2,1.102985711,0,3,107,7,,,,,,,,,,100,NoArch
3,119,28,91,147,1,0,1,93,88,1,2,0.699066527,0,11,384,3,,,,,,,,,,100,NoArch
2,73,0,73,73,2,0,2,1,0,1,2,0.950566853,0,1,353,29,,,,,,,,,,99.14367269,NoArch
1,0,2,2,2,0,0,0,66,17,1,1,0,0,16,2017,30,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,,,,,,,,,,100,NoArch
1,5,3,2,8,0,0,0,36,0,1,1,0,0,10,565,12,,,,,,,,,,100,NoArch
1,4,0,4,4,1,0,1,10,458,1,1,0,0,4,148,2,,,,,,,,,,100,NoArch
1,55,30,25,85,0,0,0,41,53,1,1,0,0,3,75,8,0,0,0,0,0,0,0,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,,,,,,,,,,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,7,,,,,,,,,,100,NoArch
2,76,35,41,111,0,0,0,13,150,1,1,0.130162791,0,4,680,11,,,,,,,,,,100,NoArch
8,0,0,0,0,8,0,8,1,0,1,1,0,0,1,556,2,,,,,,,,,,99.43957968,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,279,277,2,22567,22499,68,240,239,1,100,NoArch
3,30,3,27,33,1,0,1,169,7,1,2,1.027083513,0,10,22,2,,,,,,,,,,100,NoArch
